Model,MSO4104B
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,-4.5e-08
Sample Interval,2e-10
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.005
Vertical Position,-3.34
,
,
,
Label,
TIME,CH1
5.611000e-06,-0.0001
5.611200e-06,0.0001
5.611400e-06,0.0011
5.611600e-06,0.0005
5.611800e-06,0.0003
5.612000e-06,0.0001
5.612200e-06,0.0007
5.612400e-06,0.0013
5.612600e-06,0.0007
5.612800e-06,0.0001
5.613000e-06,-0.0001
5.613200e-06,0.0001
5.613400e-06,0.0009
5.613600e-06,0.0007
5.613800e-06,0.0003
5.614000e-06,-0.0003
5.614200e-06,0.0001
5.614400e-06,0.0005
5.614600e-06,0.0007
5.614800e-06,0.0005
5.615000e-06,-0.0001
5.615200e-06,-0.0003
5.615400e-06,0.0001
5.615600e-06,-0.0001
5.615800e-06,0.0001
5.616000e-06,0.0001
5.616200e-06,0.0003
5.616400e-06,0.0005
5.616600e-06,0.0001
5.616800e-06,-0.0007
5.617000e-06,-0.0001
5.617200e-06,0.0011
5.617400e-06,0.0017
5.617600e-06,0.0011
5.617800e-06,0.0003
5.618000e-06,-0.0013
5.618200e-06,0.0001
5.618400e-06,0.0005
5.618600e-06,0.0017
5.618800e-06,0.0015
5.619000e-06,-0.0001
5.619200e-06,-0.0013
5.619400e-06,-0.0009
5.619600e-06,0.0003
5.619800e-06,0.0015
5.620000e-06,0.0019
5.620200e-06,0.0007
5.620400e-06,-0.0007
5.620600e-06,-0.0011
5.620800e-06,0.0001
5.621000e-06,0.0009
5.621200e-06,0.0015
5.621400e-06,0.0007
5.621600e-06,-0.0005
5.621800e-06,-0.0003
5.622000e-06,-0.0005
5.622200e-06,0.0011
5.622400e-06,0.0021
5.622600e-06,0.0015
5.622800e-06,0.0003
5.623000e-06,-0.0005
5.623200e-06,-0.0003
5.623400e-06,0.0011
5.623600e-06,0.0019
5.623800e-06,0.0015
5.624000e-06,0.0009
5.624200e-06,0.0001
5.624400e-06,-0.0009
5.624600e-06,-0.0001
5.624800e-06,0.0009
5.625000e-06,0.0019
5.625200e-06,0.0013
5.625400e-06,-0.0001
5.625600e-06,-0.0009
5.625800e-06,-0.0005
5.626000e-06,0.0011
5.626200e-06,0.0021
5.626400e-06,0.0015
5.626600e-06,0.0001
5.626800e-06,-0.0009
5.627000e-06,-0.0009
5.627200e-06,0.0007
5.627400e-06,0.0023
5.627600e-06,0.0019
5.627800e-06,0.0005
5.628000e-06,-0.0009
5.628200e-06,-0.0009
5.628400e-06,0.0005
5.628600e-06,0.0021
5.628800e-06,0.0023
5.629000e-06,0.0009
5.629200e-06,-0.0007
5.629400e-06,-0.0007
5.629600e-06,0.0001
5.629800e-06,0.0017
5.630000e-06,0.0021
5.630200e-06,0.0011
5.630400e-06,-0.0003
5.630600e-06,-0.0007
5.630800e-06,-0.0007
5.631000e-06,0.0005
5.631200e-06,0.0015
5.631400e-06,0.0017
5.631600e-06,0.0007
5.631800e-06,-0.0007
5.632000e-06,-0.0007
5.632200e-06,0.0007
5.632400e-06,0.0019
5.632600e-06,0.0019
5.632800e-06,0.0009
5.633000e-06,-0.0005
5.633200e-06,-0.0009
5.633400e-06,0.0001
5.633600e-06,0.0009
5.633800e-06,0.0015
5.634000e-06,0.0011
5.634200e-06,-0.0001
5.634400e-06,-0.0013
5.634600e-06,-0.0007
5.634800e-06,0.0009
5.635000e-06,0.0015
5.635200e-06,0.0007
5.635400e-06,-0.0005
5.635600e-06,-0.0011
5.635800e-06,0.0001
5.636000e-06,0.0005
5.636200e-06,0.0011
5.636400e-06,0.0007
5.636600e-06,0.0001
5.636800e-06,-0.0007
5.637000e-06,-0.0003
5.637200e-06,0.0007
5.637400e-06,0.0009
5.637600e-06,0.0007
5.637800e-06,0.0003
5.638000e-06,-0.0003
5.638200e-06,0.0003
5.638400e-06,0.0005
5.638600e-06,0.0011
5.638800e-06,0.0013
5.639000e-06,0.0013
5.639200e-06,0.0003
5.639400e-06,-0.0005
5.639600e-06,-0.0009
5.639800e-06,0.0003
5.640000e-06,0.0011
5.640200e-06,0.0015
5.640400e-06,0.0007
5.640600e-06,-0.0007
5.640800e-06,-0.0009
5.641000e-06,0.0003
5.641200e-06,0.0017
5.641400e-06,0.0015
5.641600e-06,0.0005
5.641800e-06,-0.0007
5.642000e-06,-0.0007
5.642200e-06,0.0011
5.642400e-06,0.0019
5.642600e-06,0.0021
5.642800e-06,0.0007
5.643000e-06,-0.0001
5.643200e-06,-0.0005
5.643400e-06,0.0005
5.643600e-06,0.0013
5.643800e-06,0.0015
5.644000e-06,0.0001
5.644200e-06,-0.0005
5.644400e-06,-0.0003
5.644600e-06,0.0003
5.644800e-06,0.0009
5.645000e-06,0.0011
5.645200e-06,0.0007
5.645400e-06,0.0005
5.645600e-06,-0.0003
5.645800e-06,-0.0009
5.646000e-06,-0.0003
5.646200e-06,0.0007
5.646400e-06,0.0017
5.646600e-06,0.0011
5.646800e-06,-0.0007
5.647000e-06,-0.0015
5.647200e-06,-0.0003
5.647400e-06,0.0017
5.647600e-06,0.0025
5.647800e-06,0.0015
5.648000e-06,-0.0005
5.648200e-06,-0.0009
5.648400e-06,-0.0003
5.648600e-06,0.0021
5.648800e-06,0.0029
5.649000e-06,0.0015
5.649200e-06,-0.0009
5.649400e-06,-0.0019
5.649600e-06,-0.0007
5.649800e-06,0.0017
5.650000e-06,0.0023
5.650200e-06,0.0013
5.650400e-06,-0.0005
5.650600e-06,-0.0013
5.650800e-06,-0.0007
5.651000e-06,0.0005
5.651200e-06,0.0019
5.651400e-06,0.0017
5.651600e-06,0.0001
5.651800e-06,-0.0013
5.652000e-06,-0.0011
5.652200e-06,0.0001
5.652400e-06,0.0015
5.652600e-06,0.0019
5.652800e-06,0.0013
5.653000e-06,-0.0005
5.653200e-06,-0.0013
5.653400e-06,-0.0007
5.653600e-06,0.0009
5.653800e-06,0.0027
5.654000e-06,0.0025
5.654200e-06,0.0009
5.654400e-06,-0.0019
5.654600e-06,-0.0017
5.654800e-06,0.0001
5.655000e-06,0.0031
5.655200e-06,0.0033
5.655400e-06,0.0007
5.655600e-06,-0.0013
5.655800e-06,-0.0015
5.656000e-06,-0.0005
5.656200e-06,0.0021
5.656400e-06,0.0027
5.656600e-06,0.0011
5.656800e-06,-0.0015
5.657000e-06,-0.0023
5.657200e-06,-0.0005
5.657400e-06,0.0017
5.657600e-06,0.0021
5.657800e-06,0.0013
5.658000e-06,-0.0005
5.658200e-06,-0.0009
5.658400e-06,-0.0007
5.658600e-06,0.0003
5.658800e-06,0.0017
5.659000e-06,0.0023
5.659200e-06,0.0011
5.659400e-06,-0.0007
5.659600e-06,-0.0019
5.659800e-06,-0.0013
5.660000e-06,0.0013
5.660200e-06,0.0031
5.660400e-06,0.0019
5.660600e-06,-0.0009
5.660800e-06,-0.0029
5.661000e-06,-0.0023
5.661200e-06,0.0013
5.661400e-06,0.0041
5.661600e-06,0.0033
5.661800e-06,-0.0001
5.662000e-06,-0.0029
5.662200e-06,-0.0023
5.662400e-06,0.0009
5.662600e-06,0.0035
5.662800e-06,0.0035
5.663000e-06,0.0009
5.663200e-06,-0.0017
5.663400e-06,-0.0017
5.663600e-06,0.0003
5.663800e-06,0.0029
5.664000e-06,0.0039
5.664200e-06,0.0015
5.664400e-06,-0.0015
5.664600e-06,-0.0025
5.664800e-06,-0.0007
5.665000e-06,0.0015
5.665200e-06,0.0029
5.665400e-06,0.0023
5.665600e-06,-0.0003
5.665800e-06,-0.0023
5.666000e-06,-0.0021
5.666200e-06,0.0005
5.666400e-06,0.0029
5.666600e-06,0.0029
5.666800e-06,0.0013
5.667000e-06,-0.0019
5.667200e-06,-0.0027
5.667400e-06,-0.0011
5.667600e-06,0.0023
5.667800e-06,0.0039
5.668000e-06,0.0021
5.668200e-06,-0.0013
5.668400e-06,-0.0033
5.668600e-06,-0.0015
5.668800e-06,0.0017
5.669000e-06,0.0041
5.669200e-06,0.0029
5.669400e-06,-0.0009
5.669600e-06,-0.0029
5.669800e-06,-0.0023
5.670000e-06,0.0011
5.670200e-06,0.0035
5.670400e-06,0.0027
5.670600e-06,0.0003
5.670800e-06,-0.0023
5.671000e-06,-0.0021
5.671200e-06,-0.0007
5.671400e-06,0.0021
5.671600e-06,0.0033
5.671800e-06,0.0013
5.672000e-06,-0.0009
5.672200e-06,-0.0019
5.672400e-06,-0.0013
5.672600e-06,0.0013
5.672800e-06,0.0033
5.673000e-06,0.0031
5.673200e-06,0.0007
5.673400e-06,-0.0021
5.673600e-06,-0.0023
5.673800e-06,0.0003
5.674000e-06,0.0025
5.674200e-06,0.0033
5.674400e-06,0.0017
5.674600e-06,-0.0019
5.674800e-06,-0.0025
5.675000e-06,-0.0003
5.675200e-06,0.0025
5.675400e-06,0.0033
5.675600e-06,0.0013
5.675800e-06,-0.0015
5.676000e-06,-0.0023
5.676200e-06,-0.0007
5.676400e-06,0.0021
5.676600e-06,0.0033
5.676800e-06,0.0025
5.677000e-06,-0.0005
5.677200e-06,-0.0019
5.677400e-06,-0.0013
5.677600e-06,0.0009
5.677800e-06,0.0025
5.678000e-06,0.0025
5.678200e-06,0.0011
5.678400e-06,-0.0009
5.678600e-06,-0.0009
5.678800e-06,-0.0003
5.679000e-06,0.0013
5.679200e-06,0.0021
5.679400e-06,0.0017
5.679600e-06,-0.0001
5.679800e-06,-0.0013
5.680000e-06,-0.0013
5.680200e-06,0.0005
5.680400e-06,0.0021
5.680600e-06,0.0025
5.680800e-06,0.0001
5.681000e-06,-0.0021
5.681200e-06,-0.0015
5.681400e-06,0.0007
5.681600e-06,0.0023
5.681800e-06,0.0023
5.682000e-06,0.0009
5.682200e-06,-0.0005
5.682400e-06,-0.0013
5.682600e-06,0.0001
5.682800e-06,0.0017
5.683000e-06,0.0019
5.683200e-06,0.0011
5.683400e-06,-0.0005
5.683600e-06,-0.0011
5.683800e-06,-0.0001
5.684000e-06,0.0007
5.684200e-06,0.0015
5.684400e-06,0.0015
5.684600e-06,0.0009
5.684800e-06,0.0001
5.685000e-06,-0.0003
5.685200e-06,0.0001
5.685400e-06,0.0013
5.685600e-06,0.0015
5.685800e-06,0.0015
5.686000e-06,0.0003
5.686200e-06,-0.0007
5.686400e-06,-0.0005
5.686600e-06,0.0005
5.686800e-06,0.0019
5.687000e-06,0.0021
5.687200e-06,0.0009
5.687400e-06,-0.0003
5.687600e-06,0.0001
5.687800e-06,0.0007
5.688000e-06,0.0013
5.688200e-06,0.0019
5.688400e-06,0.0005
5.688600e-06,-0.0001
5.688800e-06,0.0005
5.689000e-06,0.0013
5.689200e-06,0.0017
5.689400e-06,0.0007
5.689600e-06,0.0009
5.689800e-06,0.0005
5.690000e-06,0.0001
5.690200e-06,0.0003
5.690400e-06,0.0005
5.690600e-06,0.0009
5.690800e-06,0.0001
5.691000e-06,0.0001
5.691200e-06,0.0003
5.691400e-06,-0.0003
5.691600e-06,-0.0005
5.691800e-06,0.0003
5.692000e-06,0.0009
5.692200e-06,0.0013
5.692400e-06,0.0009
5.692600e-06,0.0003
5.692800e-06,-0.0003
5.693000e-06,0.0005
5.693200e-06,0.0011
5.693400e-06,0.0015
5.693600e-06,0.0007
5.693800e-06,0.0003
5.694000e-06,0.0003
5.694200e-06,0.0007
5.694400e-06,0.0007
5.694600e-06,0.0009
5.694800e-06,0.0005
5.695000e-06,0.0007
5.695200e-06,0.0007
5.695400e-06,0.0005
5.695600e-06,0.0005
5.695800e-06,0.0001
5.696000e-06,0.0003
5.696200e-06,0.0005
5.696400e-06,0.0009
5.696600e-06,0.0007
5.696800e-06,0.0009
5.697000e-06,0.0005
5.697200e-06,0.0011
5.697400e-06,0.0013
5.697600e-06,0.0007
5.697800e-06,0.0009
5.698000e-06,-0.0001
5.698200e-06,0.0003
5.698400e-06,0.0009
5.698600e-06,0.0009
5.698800e-06,0.0011
5.699000e-06,0.0007
5.699200e-06,0.0001
5.699400e-06,0.0003
5.699600e-06,0.0005
5.699800e-06,0.0011
5.700000e-06,0.0011
5.700200e-06,0.0001
5.700400e-06,-0.0003
5.700600e-06,0.0005
5.700800e-06,0.0007
5.701000e-06,0.0011
5.701200e-06,0.0007
5.701400e-06,0.0003
5.701600e-06,0.0003
5.701800e-06,0.0009
5.702000e-06,0.0007
5.702200e-06,0.0003
5.702400e-06,0.0001
5.702600e-06,0.0013
5.702800e-06,0.0017
5.703000e-06,0.0011
5.703200e-06,0.0009
5.703400e-06,0.0009
5.703600e-06,0.0005
5.703800e-06,0.0003
5.704000e-06,0.0009
5.704200e-06,0.0009
5.704400e-06,0.0007
5.704600e-06,0.0007
5.704800e-06,0.0007
5.705000e-06,0.0013
5.705200e-06,0.0009
5.705400e-06,0.0007
5.705600e-06,0.0005
5.705800e-06,0.0007
5.706000e-06,0.0011
5.706200e-06,0.0011
5.706400e-06,0.0009
5.706600e-06,0.0003
5.706800e-06,0.0003
5.707000e-06,0.0009
5.707200e-06,0.0013
5.707400e-06,0.0011
5.707600e-06,0.0001
5.707800e-06,-0.0001
5.708000e-06,-0.0001
5.708200e-06,0.0007
5.708400e-06,0.0011
5.708600e-06,0.0003
5.708800e-06,-0.0003
5.709000e-06,-0.0003
5.709200e-06,-0.0001
5.709400e-06,0.0001
5.709600e-06,-0.0001
5.709800e-06,0.0007
5.710000e-06,-0.0001
5.710200e-06,-0.0003
5.710400e-06,0.0001
5.710600e-06,0.0005
5.710800e-06,0.0001
5.711000e-06,-0.0001
5.711200e-06,-0.0001
5.711400e-06,-0.0003
5.711600e-06,-0.0003
5.711800e-06,0.0003
5.712000e-06,-0.0001
5.712200e-06,0.0005
5.712400e-06,-0.0001
5.712600e-06,0.0003
5.712800e-06,-0.0005
5.713000e-06,-0.0003
5.713200e-06,0.0001
5.713400e-06,0.0007
5.713600e-06,0.0009
5.713800e-06,-0.0001
5.714000e-06,-0.0009
5.714200e-06,-0.0003
5.714400e-06,0.0003
5.714600e-06,0.0011
5.714800e-06,0.0009
5.715000e-06,0.0001
5.715200e-06,-0.0007
5.715400e-06,-0.0007
5.715600e-06,0.0003
5.715800e-06,0.0011
5.716000e-06,0.0011
5.716200e-06,0.0007
5.716400e-06,0.0001
5.716600e-06,-0.0001
5.716800e-06,0.0003
5.717000e-06,0.0009
5.717200e-06,0.0015
5.717400e-06,0.0009
5.717600e-06,0.0001
5.717800e-06,-0.0003
5.718000e-06,-0.0001
5.718200e-06,0.0007
5.718400e-06,0.0005
5.718600e-06,0.0007
5.718800e-06,0.0001
5.719000e-06,0.0003
5.719200e-06,0.0009
5.719400e-06,0.0009
5.719600e-06,0.0009
5.719800e-06,0.0011
5.720000e-06,0.0007
5.720200e-06,0.0003
5.720400e-06,0.0001
5.720600e-06,0.0005
5.720800e-06,0.0011
5.721000e-06,0.0007
5.721200e-06,0.0005
5.721400e-06,0.0005
5.721600e-06,0.0003
5.721800e-06,0.0009
5.722000e-06,0.0011
5.722200e-06,0.0011
5.722400e-06,0.0011
5.722600e-06,0.0001
5.722800e-06,0.0001
5.723000e-06,0.0009
5.723200e-06,0.0011
5.723400e-06,0.0011
5.723600e-06,0.0005
5.723800e-06,-0.0001
5.724000e-06,0.0001
5.724200e-06,0.0003
5.724400e-06,0.0007
5.724600e-06,0.0007
5.724800e-06,0.0005
5.725000e-06,0.0001
5.725200e-06,0.0001
5.725400e-06,0.0003
5.725600e-06,0.0005
5.725800e-06,0.0005
5.726000e-06,0.0007
5.726200e-06,0.0003
5.726400e-06,-0.0005
5.726600e-06,-0.0001
5.726800e-06,0.0007
5.727000e-06,0.0013
5.727200e-06,0.0009
5.727400e-06,0.0009
5.727600e-06,0.0001
5.727800e-06,0.0001
5.728000e-06,0.0001
5.728200e-06,0.0005
5.728400e-06,0.0009
5.728600e-06,0.0007
5.728800e-06,-0.0003
5.729000e-06,-0.0005
5.729200e-06,-0.0003
5.729400e-06,0.0009
5.729600e-06,0.0013
5.729800e-06,0.0009
5.730000e-06,0.0003
5.730200e-06,-0.0003
5.730400e-06,-0.0003
5.730600e-06,0.0011
5.730800e-06,0.0013
5.731000e-06,0.0011
5.731200e-06,0.0005
5.731400e-06,-0.0001
5.731600e-06,0.0001
5.731800e-06,0.0009
5.732000e-06,0.0017
5.732200e-06,0.0015
5.732400e-06,0.0001
5.732600e-06,-0.0007
5.732800e-06,-0.0005
5.733000e-06,0.0005
5.733200e-06,0.0011
5.733400e-06,0.0015
5.733600e-06,0.0007
5.733800e-06,0.0001
5.734000e-06,-0.0003
5.734200e-06,-0.0001
5.734400e-06,0.0005
5.734600e-06,0.0011
5.734800e-06,0.0007
5.735000e-06,0.0009
5.735200e-06,-0.0001
5.735400e-06,0.0001
5.735600e-06,0.0007
5.735800e-06,0.0013
5.736000e-06,0.0017
5.736200e-06,0.0005
5.736400e-06,-0.0005
5.736600e-06,-0.0011
5.736800e-06,0.0001
5.737000e-06,0.0013
5.737200e-06,0.0017
5.737400e-06,0.0009
5.737600e-06,-0.0005
5.737800e-06,-0.0005
5.738000e-06,-0.0003
5.738200e-06,0.0011
5.738400e-06,0.0015
5.738600e-06,0.0007
5.738800e-06,-0.0001
5.739000e-06,-0.0005
5.739200e-06,-0.0005
5.739400e-06,0.0001
5.739600e-06,0.0013
5.739800e-06,0.0011
5.740000e-06,0.0001
5.740200e-06,-0.0003
5.740400e-06,-0.0005
5.740600e-06,0.0003
5.740800e-06,0.0005
5.741000e-06,0.0009
5.741200e-06,0.0003
5.741400e-06,-0.0005
5.741600e-06,-0.0003
5.741800e-06,0.0001
5.742000e-06,0.0001
5.742200e-06,0.0011
5.742400e-06,0.0009
5.742600e-06,0.0007
5.742800e-06,-0.0005
5.743000e-06,-0.0009
5.743200e-06,-0.0005
5.743400e-06,0.0009
5.743600e-06,0.0015
5.743800e-06,0.0003
5.744000e-06,-0.0003
5.744200e-06,-0.0001
5.744400e-06,-0.0001
5.744600e-06,0.0007
5.744800e-06,0.0011
5.745000e-06,0.0005
5.745200e-06,-0.0001
5.745400e-06,-0.0005
5.745600e-06,0.0005
5.745800e-06,0.0011
5.746000e-06,0.0009
5.746200e-06,0.0009
5.746400e-06,0.0007
5.746600e-06,0.0005
5.746800e-06,0.0003
5.747000e-06,0.0007
5.747200e-06,0.0009
5.747400e-06,0.0007
5.747600e-06,0.0005
5.747800e-06,0.0009
5.748000e-06,0.0005
5.748200e-06,0.0005
5.748400e-06,0.0001
5.748600e-06,0.0009
5.748800e-06,0.0007
5.749000e-06,0.0011
5.749200e-06,0.0009
5.749400e-06,0.0003
5.749600e-06,0.0001
5.749800e-06,0.0001
5.750000e-06,0.0001
5.750200e-06,0.0003
5.750400e-06,0.0007
5.750600e-06,0.0015
5.750800e-06,0.0009
5.751000e-06,0.0007
5.751200e-06,-0.0003
5.751400e-06,-0.0003
5.751600e-06,0.0005
5.751800e-06,0.0005
5.752000e-06,0.0007
5.752200e-06,-0.0001
5.752400e-06,-0.0007
5.752600e-06,-0.0005
5.752800e-06,0.0003
5.753000e-06,0.0015
5.753200e-06,0.0013
5.753400e-06,-0.0001
5.753600e-06,-0.0005
5.753800e-06,0.0001
5.754000e-06,0.0003
5.754200e-06,0.0013
5.754400e-06,0.0013
5.754600e-06,0.0007
5.754800e-06,-0.0003
5.755000e-06,-0.0005
5.755200e-06,-0.0001
5.755400e-06,0.0013
5.755600e-06,0.0015
5.755800e-06,0.0013
5.756000e-06,0.0005
5.756200e-06,-0.0005
5.756400e-06,-0.0003
5.756600e-06,0.0005
5.756800e-06,0.0015
5.757000e-06,0.0021
5.757200e-06,0.0007
5.757400e-06,-0.0007
5.757600e-06,-0.0011
5.757800e-06,-0.0001
5.758000e-06,0.0009
5.758200e-06,0.0021
5.758400e-06,0.0015
5.758600e-06,-0.0001
5.758800e-06,-0.0015
5.759000e-06,-0.0007
5.759200e-06,0.0011
5.759400e-06,0.0023
5.759600e-06,0.0019
5.759800e-06,0.0005
5.760000e-06,-0.0013
5.760200e-06,-0.0011
5.760400e-06,0.0003
5.760600e-06,0.0019
5.760800e-06,0.0021
5.761000e-06,0.0009
5.761200e-06,-0.0009
5.761400e-06,-0.0017
5.761600e-06,-0.0009
5.761800e-06,0.0015
5.762000e-06,0.0021
5.762200e-06,0.0011
5.762400e-06,-0.0003
5.762600e-06,-0.0017
5.762800e-06,-0.0013
5.763000e-06,0.0003
5.763200e-06,0.0021
5.763400e-06,0.0019
5.763600e-06,0.0007
5.763800e-06,-0.0015
5.764000e-06,-0.0025
5.764200e-06,-0.0007
5.764400e-06,0.0017
5.764600e-06,0.0025
5.764800e-06,0.0011
5.765000e-06,-0.0013
5.765200e-06,-0.0025
5.765400e-06,-0.0009
5.765600e-06,0.0015
5.765800e-06,0.0033
5.766000e-06,0.0019
5.766200e-06,-0.0001
5.766400e-06,-0.0023
5.766600e-06,-0.0019
5.766800e-06,0.0009
5.767000e-06,0.0025
5.767200e-06,0.0025
5.767400e-06,0.0005
5.767600e-06,-0.0015
5.767800e-06,-0.0023
5.768000e-06,-0.0009
5.768200e-06,0.0019
5.768400e-06,0.0033
5.768600e-06,0.0021
5.768800e-06,-0.0005
5.769000e-06,-0.0021
5.769200e-06,-0.0021
5.769400e-06,0.0005
5.769600e-06,0.0029
5.769800e-06,0.0033
5.770000e-06,0.0011
5.770200e-06,-0.0015
5.770400e-06,-0.0025
5.770600e-06,0.0001
5.770800e-06,0.0029
5.771000e-06,0.0037
5.771200e-06,0.0017
5.771400e-06,-0.0015
5.771600e-06,-0.0025
5.771800e-06,-0.0005
5.772000e-06,0.0015
5.772200e-06,0.0035
5.772400e-06,0.0021
5.772600e-06,-0.0009
5.772800e-06,-0.0023
5.773000e-06,-0.0011
5.773200e-06,0.0011
5.773400e-06,0.0029
5.773600e-06,0.0017
5.773800e-06,0.0001
5.774000e-06,-0.0013
5.774200e-06,-0.0021
5.774400e-06,-0.0005
5.774600e-06,0.0015
5.774800e-06,0.0027
5.775000e-06,0.0021
5.775200e-06,-0.0005
5.775400e-06,-0.0023
5.775600e-06,-0.0021
5.775800e-06,0.0007
5.776000e-06,0.0031
5.776200e-06,0.0027
5.776400e-06,-0.0005
5.776600e-06,-0.0025
5.776800e-06,-0.0027
5.777000e-06,-0.0003
5.777200e-06,0.0023
5.777400e-06,0.0031
5.777600e-06,0.0007
5.777800e-06,-0.0019
5.778000e-06,-0.0029
5.778200e-06,-0.0005
5.778400e-06,0.0021
5.778600e-06,0.0029
5.778800e-06,0.0007
5.779000e-06,-0.0017
5.779200e-06,-0.0023
5.779400e-06,-0.0009
5.779600e-06,0.0007
5.779800e-06,0.0021
5.780000e-06,0.0019
5.780200e-06,0.0003
5.780400e-06,-0.0015
5.780600e-06,-0.0015
5.780800e-06,-0.0001
5.781000e-06,0.0019
5.781200e-06,0.0021
5.781400e-06,0.0013
5.781600e-06,-0.0011
5.781800e-06,-0.0023
5.782000e-06,-0.0017
5.782200e-06,0.0011
5.782400e-06,0.0027
5.782600e-06,0.0023
5.782800e-06,-0.0005
5.783000e-06,-0.0025
5.783200e-06,-0.0017
5.783400e-06,0.0003
5.783600e-06,0.0027
5.783800e-06,0.0027
5.784000e-06,0.0003
5.784200e-06,-0.0015
5.784400e-06,-0.0015
5.784600e-06,0.0007
5.784800e-06,0.0027
5.785000e-06,0.0027
5.785200e-06,0.0007
5.785400e-06,-0.0011
5.785600e-06,-0.0011
5.785800e-06,0.0003
5.786000e-06,0.0019
5.786200e-06,0.0021
5.786400e-06,0.0017
5.786600e-06,0.0003
5.786800e-06,-0.0005
5.787000e-06,-0.0001
5.787200e-06,0.0007
5.787400e-06,0.0015
5.787600e-06,0.0017
5.787800e-06,0.0011
5.788000e-06,-0.0005
5.788200e-06,-0.0011
5.788400e-06,-0.0003
5.788600e-06,0.0015
5.788800e-06,0.0025
5.789000e-06,0.0013
5.789200e-06,-0.0003
5.789400e-06,-0.0011
5.789600e-06,-0.0001
5.789800e-06,0.0017
5.790000e-06,0.0025
5.790200e-06,0.0013
5.790400e-06,-0.0007
5.790600e-06,-0.0013
5.790800e-06,-0.0001
5.791000e-06,0.0015
5.791200e-06,0.0021
5.791400e-06,0.0017
5.791600e-06,0.0001
5.791800e-06,-0.0007
5.792000e-06,-0.0003
5.792200e-06,0.0011
5.792400e-06,0.0017
5.792600e-06,0.0011
5.792800e-06,0.0001
5.793000e-06,0.0001
5.793200e-06,0.0001
5.793400e-06,0.0003
5.793600e-06,0.0011
5.793800e-06,0.0009
5.794000e-06,0.0013
5.794200e-06,0.0009
5.794400e-06,-0.0003
5.794600e-06,-0.0009
5.794800e-06,-0.0003
5.795000e-06,0.0013
5.795200e-06,0.0017
5.795400e-06,0.0017
5.795600e-06,-0.0005
5.795800e-06,-0.0005
5.796000e-06,0.0005
5.796200e-06,0.0021
5.796400e-06,0.0023
5.796600e-06,0.0015
5.796800e-06,-0.0001
5.797000e-06,-0.0013
5.797200e-06,0.0001
5.797400e-06,0.0021
5.797600e-06,0.0019
5.797800e-06,0.0007
5.798000e-06,-0.0005
5.798200e-06,-0.0003
5.798400e-06,0.0003
5.798600e-06,0.0013
5.798800e-06,0.0013
5.799000e-06,0.0005
5.799200e-06,0.0001
5.799400e-06,0.0003
5.799600e-06,0.0009
5.799800e-06,0.0005
5.800000e-06,0.0001
5.800200e-06,0.0007
5.800400e-06,0.0009
5.800600e-06,0.0009
5.800800e-06,0.0005
5.801000e-06,0.0001
5.801200e-06,0.0001
5.801400e-06,0.0015
5.801600e-06,0.0017
5.801800e-06,0.0009
5.802000e-06,-0.0001
5.802200e-06,0.0001
5.802400e-06,0.0005
5.802600e-06,0.0017
5.802800e-06,0.0019
5.803000e-06,-0.0001
5.803200e-06,-0.0013
5.803400e-06,-0.0003
5.803600e-06,0.0005
5.803800e-06,0.0017
5.804000e-06,0.0011
5.804200e-06,0.0005
5.804400e-06,-0.0007
5.804600e-06,0.0001
5.804800e-06,0.0013
5.805000e-06,0.0015
5.805200e-06,0.0003
5.805400e-06,-0.0001
5.805600e-06,0.0003
5.805800e-06,0.0007
5.806000e-06,0.0007
5.806200e-06,0.0003
5.806400e-06,0.0001
5.806600e-06,0.0005
5.806800e-06,0.0011
5.807000e-06,0.0007
5.807200e-06,0.0001
5.807400e-06,-0.0005
5.807600e-06,0.0001
5.807800e-06,0.0019
5.808000e-06,0.0019
5.808200e-06,0.0009
5.808400e-06,-0.0009
5.808600e-06,-0.0007
5.808800e-06,-0.0003
5.809000e-06,0.0019
5.809200e-06,0.0023
5.809400e-06,0.0009
5.809600e-06,-0.0009
5.809800e-06,-0.0005
5.810000e-06,0.0009
5.810200e-06,0.0019
5.810400e-06,0.0017
5.810600e-06,0.0007
5.810800e-06,-0.0007
5.811000e-06,0.0001
5.811200e-06,0.0009
5.811400e-06,0.0009
5.811600e-06,0.0011
5.811800e-06,0.0009
5.812000e-06,0.0005
5.812200e-06,0.0007
5.812400e-06,0.0001
5.812600e-06,-0.0003
5.812800e-06,0.0003
5.813000e-06,0.0007
5.813200e-06,0.0013
5.813400e-06,0.0009
5.813600e-06,-0.0005
5.813800e-06,-0.0011
5.814000e-06,0.0001
5.814200e-06,0.0019
5.814400e-06,0.0019
5.814600e-06,0.0003
5.814800e-06,-0.0007
5.815000e-06,-0.0011
5.815200e-06,0.0007
5.815400e-06,0.0027
5.815600e-06,0.0025
5.815800e-06,0.0003
5.816000e-06,-0.0009
5.816200e-06,-0.0005
5.816400e-06,0.0005
5.816600e-06,0.0019
5.816800e-06,0.0011
5.817000e-06,0.0003
5.817200e-06,-0.0001
5.817400e-06,0.0003
5.817600e-06,0.0009
5.817800e-06,0.0009
5.818000e-06,0.0011
