Model,MSO4104B
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,-4.5e-08
Sample Interval,2e-10
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.005
Vertical Position,-3.34
,
,
,
Label,
TIME,CH1
-1.055600e-06,0.0015
-1.055400e-06,0.0021
-1.055200e-06,0.0015
-1.055000e-06,0.0003
-1.054800e-06,-0.0011
-1.054600e-06,-0.0011
-1.054400e-06,0.0005
-1.054200e-06,0.0017
-1.054000e-06,0.0019
-1.053800e-06,0.0009
-1.053600e-06,-0.0007
-1.053400e-06,-0.0009
-1.053200e-06,0.0001
-1.053000e-06,0.0017
-1.052800e-06,0.0025
-1.052600e-06,0.0017
-1.052400e-06,-0.0003
-1.052200e-06,-0.0017
-1.052000e-06,-0.0007
-1.051800e-06,0.0009
-1.051600e-06,0.0015
-1.051400e-06,0.0017
-1.051200e-06,0.0001
-1.051000e-06,-0.0013
-1.050800e-06,-0.0013
-1.050600e-06,0.0005
-1.050400e-06,0.0025
-1.050200e-06,0.0021
-1.050000e-06,0.0011
-1.049800e-06,-0.0005
-1.049600e-06,-0.0009
-1.049400e-06,-0.0005
-1.049200e-06,0.0015
-1.049000e-06,0.0023
-1.048800e-06,0.0019
-1.048600e-06,0.0003
-1.048400e-06,-0.0013
-1.048200e-06,-0.0003
-1.048000e-06,0.0011
-1.047800e-06,0.0027
-1.047600e-06,0.0021
-1.047400e-06,0.0009
-1.047200e-06,-0.0003
-1.047000e-06,-0.0009
-1.046800e-06,-0.0003
-1.046600e-06,0.0015
-1.046400e-06,0.0025
-1.046200e-06,0.0017
-1.046000e-06,-0.0003
-1.045800e-06,-0.0017
-1.045600e-06,-0.0011
-1.045400e-06,0.0011
-1.045200e-06,0.0021
-1.045000e-06,0.0019
-1.044800e-06,0.0005
-1.044600e-06,-0.0011
-1.044400e-06,-0.0007
-1.044200e-06,0.0005
-1.044000e-06,0.0019
-1.043800e-06,0.0023
-1.043600e-06,0.0005
-1.043400e-06,-0.0005
-1.043200e-06,-0.0011
-1.043000e-06,-0.0003
-1.042800e-06,0.0011
-1.042600e-06,0.0017
-1.042400e-06,0.0015
-1.042200e-06,0.0001
-1.042000e-06,-0.0007
-1.041800e-06,-0.0011
-1.041600e-06,-0.0001
-1.041400e-06,0.0013
-1.041200e-06,0.0017
-1.041000e-06,0.0007
-1.040800e-06,-0.0005
-1.040600e-06,-0.0011
-1.040400e-06,-0.0007
-1.040200e-06,0.0011
-1.040000e-06,0.0021
-1.039800e-06,0.0015
-1.039600e-06,0.0001
-1.039400e-06,-0.0007
-1.039200e-06,-0.0005
-1.039000e-06,0.0009
-1.038800e-06,0.0017
-1.038600e-06,0.0021
-1.038400e-06,0.0007
-1.038200e-06,-0.0005
-1.038000e-06,-0.0005
-1.037800e-06,0.0007
-1.037600e-06,0.0013
-1.037400e-06,0.0011
-1.037200e-06,0.0007
-1.037000e-06,-0.0001
-1.036800e-06,-0.0005
-1.036600e-06,0.0001
-1.036400e-06,0.0007
-1.036200e-06,0.0013
-1.036000e-06,0.0013
-1.035800e-06,0.0007
-1.035600e-06,-0.0001
-1.035400e-06,-0.0003
-1.035200e-06,-0.0001
-1.035000e-06,0.0009
-1.034800e-06,0.0009
-1.034600e-06,0.0009
-1.034400e-06,0.0007
-1.034200e-06,-0.0001
-1.034000e-06,-0.0003
-1.033800e-06,0.0009
-1.033600e-06,0.0015
-1.033400e-06,0.0015
-1.033200e-06,0.0009
-1.033000e-06,-0.0001
-1.032800e-06,-0.0007
-1.032600e-06,0.0001
-1.032400e-06,0.0015
-1.032200e-06,0.0019
-1.032000e-06,0.0005
-1.031800e-06,-0.0003
-1.031600e-06,-0.0009
-1.031400e-06,0.0003
-1.031200e-06,0.0009
-1.031000e-06,0.0015
-1.030800e-06,0.0009
-1.030600e-06,0.0003
-1.030400e-06,-0.0007
-1.030200e-06,-0.0005
-1.030000e-06,0.0003
-1.029800e-06,0.0009
-1.029600e-06,0.0017
-1.029400e-06,0.0011
-1.029200e-06,0.0005
-1.029000e-06,-0.0001
-1.028800e-06,0.0001
-1.028600e-06,0.0009
-1.028400e-06,0.0017
-1.028200e-06,0.0019
-1.028000e-06,0.0005
-1.027800e-06,-0.0003
-1.027600e-06,-0.0005
-1.027400e-06,0.0007
-1.027200e-06,0.0015
-1.027000e-06,0.0013
-1.026800e-06,0.0001
-1.026600e-06,-0.0005
-1.026400e-06,-0.0013
-1.026200e-06,-0.0001
-1.026000e-06,0.0009
-1.025800e-06,0.0015
-1.025600e-06,0.0007
-1.025400e-06,0.0001
-1.025200e-06,-0.0003
-1.025000e-06,0.0003
-1.024800e-06,0.0005
-1.024600e-06,0.0007
-1.024400e-06,0.0013
-1.024200e-06,0.0007
-1.024000e-06,-0.0001
-1.023800e-06,0.0005
-1.023600e-06,0.0003
-1.023400e-06,0.0007
-1.023200e-06,0.0009
-1.023000e-06,0.0009
-1.022800e-06,0.0007
-1.022600e-06,0.0001
-1.022400e-06,0.0003
-1.022200e-06,0.0005
-1.022000e-06,0.0003
-1.021800e-06,0.0009
-1.021600e-06,0.0007
-1.021400e-06,0.0001
-1.021200e-06,-0.0001
-1.021000e-06,-0.0001
-1.020800e-06,0.0001
-1.020600e-06,0.0009
-1.020400e-06,0.0007
-1.020200e-06,-0.0001
-1.020000e-06,-0.0001
-1.019800e-06,0.0007
-1.019600e-06,0.0011
-1.019400e-06,0.0015
-1.019200e-06,0.0003
-1.019000e-06,0.0003
-1.018800e-06,0.0007
-1.018600e-06,0.0005
-1.018400e-06,0.0011
-1.018200e-06,0.0005
-1.018000e-06,0.0003
-1.017800e-06,0.0005
-1.017600e-06,0.0005
-1.017400e-06,0.0007
-1.017200e-06,0.0005
-1.017000e-06,-0.0003
-1.016800e-06,0.0005
-1.016600e-06,0.0007
-1.016400e-06,0.0003
-1.016200e-06,0.0001
-1.016000e-06,0.0001
-1.015800e-06,0.0001
-1.015600e-06,-0.0005
-1.015400e-06,0.0001
-1.015200e-06,0.0011
-1.015000e-06,0.0009
-1.014800e-06,0.0009
-1.014600e-06,0.0001
-1.014400e-06,0.0001
-1.014200e-06,0.0003
-1.014000e-06,0.0009
-1.013800e-06,0.0007
-1.013600e-06,0.0013
-1.013400e-06,0.0009
-1.013200e-06,0.0003
-1.013000e-06,-0.0001
-1.012800e-06,0.0001
-1.012600e-06,0.0009
-1.012400e-06,0.0019
-1.012200e-06,0.0015
-1.012000e-06,-0.0001
-1.011800e-06,-0.0003
-1.011600e-06,-0.0005
-1.011400e-06,0.0003
-1.011200e-06,0.0015
-1.011000e-06,0.0011
-1.010800e-06,-0.0001
-1.010600e-06,-0.0011
-1.010400e-06,-0.0009
-1.010200e-06,0.0005
-1.010000e-06,0.0019
-1.009800e-06,0.0023
-1.009600e-06,0.0007
-1.009400e-06,-0.0005
-1.009200e-06,-0.0011
-1.009000e-06,-0.0001
-1.008800e-06,0.0015
-1.008600e-06,0.0025
-1.008400e-06,0.0017
-1.008200e-06,-0.0001
-1.008000e-06,-0.0015
-1.007800e-06,-0.0007
-1.007600e-06,0.0009
-1.007400e-06,0.0021
-1.007200e-06,0.0019
-1.007000e-06,0.0005
-1.006800e-06,-0.0013
-1.006600e-06,-0.0011
-1.006400e-06,0.0003
-1.006200e-06,0.0025
-1.006000e-06,0.0025
-1.005800e-06,0.0013
-1.005600e-06,-0.0013
-1.005400e-06,-0.0019
-1.005200e-06,-0.0011
-1.005000e-06,0.0011
-1.004800e-06,0.0029
-1.004600e-06,0.0019
-1.004400e-06,-0.0001
-1.004200e-06,-0.0015
-1.004000e-06,-0.0011
-1.003800e-06,0.0007
-1.003600e-06,0.0023
-1.003400e-06,0.0027
-1.003200e-06,0.0009
-1.003000e-06,-0.0009
-1.002800e-06,-0.0013
-1.002600e-06,0.0005
-1.002400e-06,0.0025
-1.002200e-06,0.0027
-1.002000e-06,0.0011
-1.001800e-06,-0.0005
-1.001600e-06,-0.0017
-1.001400e-06,-0.0011
-1.001200e-06,0.0009
-1.001000e-06,0.0023
-1.000800e-06,0.0019
-1.000600e-06,0.0003
-1.000400e-06,-0.0019
-1.000200e-06,-0.0017
-1.000000e-06,0.0005
-9.998000e-07,0.0025
-9.996000e-07,0.0029
-9.994000e-07,0.0009
-9.992000e-07,-0.0015
-9.990000e-07,-0.0017
-9.988000e-07,0.0001
-9.986000e-07,0.0023
-9.984000e-07,0.0027
-9.982000e-07,0.0017
-9.980000e-07,-0.0005
-9.978000e-07,-0.0015
-9.976000e-07,-0.0001
-9.974000e-07,0.0015
-9.972000e-07,0.0021
-9.970000e-07,0.0019
-9.968000e-07,0.0003
-9.966000e-07,-0.0011
-9.964000e-07,-0.0013
-9.962000e-07,-0.0001
-9.960000e-07,0.0015
-9.958000e-07,0.0021
-9.956000e-07,0.0011
-9.954000e-07,-0.0001
-9.952000e-07,-0.0017
-9.950000e-07,-0.0007
-9.948000e-07,0.0009
-9.946000e-07,0.0021
-9.944000e-07,0.0017
-9.942000e-07,-0.0001
-9.940000e-07,-0.0011
-9.938000e-07,-0.0007
-9.936000e-07,0.0005
-9.934000e-07,0.0019
-9.932000e-07,0.0023
-9.930000e-07,0.0013
-9.928000e-07,-0.0009
-9.926000e-07,-0.0009
-9.924000e-07,-0.0003
-9.922000e-07,0.0015
-9.920000e-07,0.0013
-9.918000e-07,0.0007
-9.916000e-07,-0.0001
-9.914000e-07,-0.0003
-9.912000e-07,0.0005
-9.910000e-07,0.0011
-9.908000e-07,0.0007
-9.906000e-07,0.0005
-9.904000e-07,0.0007
-9.902000e-07,0.0007
-9.900000e-07,0.0005
-9.898000e-07,-0.0005
-9.896000e-07,-0.0001
-9.894000e-07,0.0011
-9.892000e-07,0.0013
-9.890000e-07,0.0013
-9.888000e-07,0.0001
-9.886000e-07,-0.0005
-9.884000e-07,0.0001
-9.882000e-07,0.0009
-9.880000e-07,0.0015
-9.878000e-07,0.0013
-9.876000e-07,0.0001
-9.874000e-07,-0.0001
-9.872000e-07,0.0003
-9.870000e-07,0.0003
-9.868000e-07,0.0007
-9.866000e-07,0.0013
-9.864000e-07,0.0013
-9.862000e-07,0.0005
-9.860000e-07,-0.0001
-9.858000e-07,-0.0003
-9.856000e-07,0.0001
-9.854000e-07,0.0003
-9.852000e-07,0.0005
-9.850000e-07,0.0013
-9.848000e-07,0.0007
-9.846000e-07,-0.0003
-9.844000e-07,-0.0013
-9.842000e-07,-0.0001
-9.840000e-07,0.0019
-9.838000e-07,0.0023
-9.836000e-07,0.0011
-9.834000e-07,-0.0009
-9.832000e-07,-0.0017
-9.830000e-07,-0.0005
-9.828000e-07,0.0025
-9.826000e-07,0.0033
-9.824000e-07,0.0013
-9.822000e-07,-0.0005
-9.820000e-07,-0.0019
-9.818000e-07,0.0003
-9.816000e-07,0.0019
-9.814000e-07,0.0029
-9.812000e-07,0.0025
-9.810000e-07,0.0003
-9.808000e-07,-0.0013
-9.806000e-07,-0.0013
-9.804000e-07,0.0001
-9.802000e-07,0.0021
-9.800000e-07,0.0021
-9.798000e-07,0.0015
-9.796000e-07,-0.0003
-9.794000e-07,-0.0015
-9.792000e-07,-0.0007
-9.790000e-07,0.0015
-9.788000e-07,0.0027
-9.786000e-07,0.0027
-9.784000e-07,0.0005
-9.782000e-07,-0.0013
-9.780000e-07,-0.0021
-9.778000e-07,0.0007
-9.776000e-07,0.0033
-9.774000e-07,0.0035
-9.772000e-07,0.0007
-9.770000e-07,-0.0025
-9.768000e-07,-0.0023
-9.766000e-07,0.0001
-9.764000e-07,0.0025
-9.762000e-07,0.0029
-9.760000e-07,0.0007
-9.758000e-07,-0.0015
-9.756000e-07,-0.0029
-9.754000e-07,-0.0015
-9.752000e-07,0.0021
-9.750000e-07,0.0031
-9.748000e-07,0.0021
-9.746000e-07,0.0001
-9.744000e-07,-0.0017
-9.742000e-07,-0.0011
-9.740000e-07,0.0009
-9.738000e-07,0.0027
-9.736000e-07,0.0027
-9.734000e-07,0.0011
-9.732000e-07,-0.0011
-9.730000e-07,-0.0015
-9.728000e-07,-0.0005
-9.726000e-07,0.0017
-9.724000e-07,0.0033
-9.722000e-07,0.0025
-9.720000e-07,0.0001
-9.718000e-07,-0.0017
-9.716000e-07,-0.0011
-9.714000e-07,0.0011
-9.712000e-07,0.0025
-9.710000e-07,0.0019
-9.708000e-07,0.0001
-9.706000e-07,-0.0019
-9.704000e-07,-0.0015
-9.702000e-07,0.0005
-9.700000e-07,0.0027
-9.698000e-07,0.0023
-9.696000e-07,0.0011
-9.694000e-07,-0.0009
-9.692000e-07,-0.0011
-9.690000e-07,0.0001
-9.688000e-07,0.0015
-9.686000e-07,0.0027
-9.684000e-07,0.0017
-9.682000e-07,-0.0001
-9.680000e-07,-0.0009
-9.678000e-07,-0.0007
-9.676000e-07,0.0003
-9.674000e-07,0.0015
-9.672000e-07,0.0013
-9.670000e-07,0.0003
-9.668000e-07,-0.0005
-9.666000e-07,-0.0009
-9.664000e-07,-0.0003
-9.662000e-07,0.0009
-9.660000e-07,0.0011
-9.658000e-07,0.0013
-9.656000e-07,-0.0001
-9.654000e-07,-0.0009
-9.652000e-07,-0.0001
-9.650000e-07,0.0007
-9.648000e-07,0.0017
-9.646000e-07,0.0011
-9.644000e-07,-0.0001
-9.642000e-07,-0.0005
-9.640000e-07,-0.0003
-9.638000e-07,0.0011
-9.636000e-07,0.0015
-9.634000e-07,0.0013
-9.632000e-07,0.0011
-9.630000e-07,0.0001
-9.628000e-07,0.0003
-9.626000e-07,0.0003
-9.624000e-07,0.0011
-9.622000e-07,0.0009
-9.620000e-07,0.0007
-9.618000e-07,0.0009
-9.616000e-07,0.0005
-9.614000e-07,0.0003
-9.612000e-07,0.0003
-9.610000e-07,0.0003
-9.608000e-07,0.0007
-9.606000e-07,0.0011
-9.604000e-07,0.0007
-9.602000e-07,-0.0003
-9.600000e-07,-0.0005
-9.598000e-07,-0.0001
-9.596000e-07,0.0003
-9.594000e-07,0.0013
-9.592000e-07,0.0009
-9.590000e-07,0.0001
-9.588000e-07,0.0001
-9.586000e-07,-0.0005
-9.584000e-07,0.0001
-9.582000e-07,0.0011
-9.580000e-07,0.0009
-9.578000e-07,0.0011
-9.576000e-07,0.0007
-9.574000e-07,0.0001
-9.572000e-07,-0.0001
-9.570000e-07,0.0003
-9.568000e-07,0.0011
-9.566000e-07,0.0019
-9.564000e-07,0.0011
-9.562000e-07,0.0001
-9.560000e-07,-0.0009
-9.558000e-07,-0.0005
-9.556000e-07,0.0005
-9.554000e-07,0.0021
-9.552000e-07,0.0019
-9.550000e-07,-0.0001
-9.548000e-07,-0.0013
-9.546000e-07,-0.0009
-9.544000e-07,0.0007
-9.542000e-07,0.0021
-9.540000e-07,0.0017
-9.538000e-07,0.0009
-9.536000e-07,-0.0009
-9.534000e-07,-0.0005
-9.532000e-07,0.0003
-9.530000e-07,0.0011
-9.528000e-07,0.0021
-9.526000e-07,0.0011
-9.524000e-07,0.0001
-9.522000e-07,-0.0003
-9.520000e-07,-0.0003
-9.518000e-07,0.0007
-9.516000e-07,0.0013
-9.514000e-07,0.0017
-9.512000e-07,0.0011
-9.510000e-07,0.0003
-9.508000e-07,-0.0009
-9.506000e-07,0.0001
-9.504000e-07,0.0015
-9.502000e-07,0.0019
-9.500000e-07,0.0015
-9.498000e-07,-0.0005
-9.496000e-07,-0.0017
-9.494000e-07,-0.0007
-9.492000e-07,0.0013
-9.490000e-07,0.0031
-9.488000e-07,0.0021
-9.486000e-07,-0.0003
-9.484000e-07,-0.0019
-9.482000e-07,-0.0015
-9.480000e-07,0.0009
-9.478000e-07,0.0033
-9.476000e-07,0.0023
-9.474000e-07,0.0003
-9.472000e-07,-0.0013
-9.470000e-07,-0.0011
-9.468000e-07,0.0001
-9.466000e-07,0.0017
-9.464000e-07,0.0017
-9.462000e-07,0.0011
-9.460000e-07,0.0001
-9.458000e-07,-0.0001
-9.456000e-07,-0.0005
-9.454000e-07,0.0003
-9.452000e-07,0.0013
-9.450000e-07,0.0021
-9.448000e-07,0.0011
-9.446000e-07,-0.0009
-9.444000e-07,-0.0011
-9.442000e-07,-0.0009
-9.440000e-07,0.0011
-9.438000e-07,0.0027
-9.436000e-07,0.0017
-9.434000e-07,-0.0001
-9.432000e-07,-0.0015
-9.430000e-07,-0.0009
-9.428000e-07,0.0011
-9.426000e-07,0.0019
-9.424000e-07,0.0019
-9.422000e-07,0.0005
-9.420000e-07,-0.0013
-9.418000e-07,-0.0009
-9.416000e-07,0.0007
-9.414000e-07,0.0021
-9.412000e-07,0.0021
-9.410000e-07,0.0007
-9.408000e-07,-0.0011
-9.406000e-07,-0.0013
-9.404000e-07,0.0005
-9.402000e-07,0.0013
-9.400000e-07,0.0009
-9.398000e-07,0.0005
-9.396000e-07,0.0007
-9.394000e-07,0.0003
-9.392000e-07,-0.0005
-9.390000e-07,-0.0001
-9.388000e-07,0.0005
-9.386000e-07,0.0013
-9.384000e-07,0.0017
-9.382000e-07,0.0007
-9.380000e-07,-0.0007
-9.378000e-07,-0.0007
-9.376000e-07,0.0003
-9.374000e-07,0.0017
-9.372000e-07,0.0021
-9.370000e-07,0.0009
-9.368000e-07,-0.0009
-9.366000e-07,-0.0011
-9.364000e-07,0.0007
-9.362000e-07,0.0019
-9.360000e-07,0.0021
-9.358000e-07,0.0007
-9.356000e-07,-0.0007
-9.354000e-07,-0.0011
-9.352000e-07,-0.0005
-9.350000e-07,0.0011
-9.348000e-07,0.0015
-9.346000e-07,0.0011
-9.344000e-07,0.0003
-9.342000e-07,0.0001
-9.340000e-07,-0.0001
-9.338000e-07,0.0009
-9.336000e-07,0.0013
-9.334000e-07,0.0013
-9.332000e-07,0.0011
-9.330000e-07,-0.0001
-9.328000e-07,-0.0003
-9.326000e-07,-0.0003
-9.324000e-07,0.0001
-9.322000e-07,0.0013
-9.320000e-07,0.0019
-9.318000e-07,0.0011
-9.316000e-07,-0.0005
-9.314000e-07,-0.0011
-9.312000e-07,-0.0003
-9.310000e-07,0.0019
-9.308000e-07,0.0025
-9.306000e-07,0.0007
-9.304000e-07,-0.0003
-9.302000e-07,-0.0013
-9.300000e-07,0.0001
-9.298000e-07,0.0017
-9.296000e-07,0.0021
-9.294000e-07,0.0009
-9.292000e-07,-0.0005
-9.290000e-07,-0.0011
-9.288000e-07,-0.0009
-9.286000e-07,0.0007
-9.284000e-07,0.0015
-9.282000e-07,0.0013
-9.280000e-07,0.0005
-9.278000e-07,-0.0005
-9.276000e-07,-0.0005
-9.274000e-07,-0.0001
-9.272000e-07,0.0007
-9.270000e-07,0.0013
-9.268000e-07,0.0017
-9.266000e-07,0.0009
-9.264000e-07,-0.0005
-9.262000e-07,-0.0009
-9.260000e-07,0.0001
-9.258000e-07,0.0017
-9.256000e-07,0.0023
-9.254000e-07,0.0013
-9.252000e-07,-0.0007
-9.250000e-07,-0.0017
-9.248000e-07,-0.0003
-9.246000e-07,0.0021
-9.244000e-07,0.0025
-9.242000e-07,0.0017
-9.240000e-07,-0.0009
-9.238000e-07,-0.0015
-9.236000e-07,-0.0009
-9.234000e-07,0.0013
-9.232000e-07,0.0019
-9.230000e-07,0.0017
-9.228000e-07,0.0007
-9.226000e-07,-0.0005
-9.224000e-07,-0.0009
-9.222000e-07,0.0007
-9.220000e-07,0.0015
-9.218000e-07,0.0017
-9.216000e-07,0.0011
-9.214000e-07,0.0001
-9.212000e-07,-0.0001
-9.210000e-07,-0.0001
-9.208000e-07,0.0005
-9.206000e-07,0.0015
-9.204000e-07,0.0011
-9.202000e-07,0.0009
-9.200000e-07,-0.0001
-9.198000e-07,-0.0009
-9.196000e-07,-0.0007
-9.194000e-07,0.0009
-9.192000e-07,0.0019
-9.190000e-07,0.0017
-9.188000e-07,0.0005
-9.186000e-07,-0.0005
-9.184000e-07,-0.0009
-9.182000e-07,0.0005
-9.180000e-07,0.0013
-9.178000e-07,0.0021
-9.176000e-07,0.0013
-9.174000e-07,-0.0003
-9.172000e-07,-0.0007
-9.170000e-07,0.0001
-9.168000e-07,0.0017
-9.166000e-07,0.0021
-9.164000e-07,0.0013
-9.162000e-07,0.0001
-9.160000e-07,-0.0009
-9.158000e-07,-0.0005
-9.156000e-07,0.0005
-9.154000e-07,0.0015
-9.152000e-07,0.0015
-9.150000e-07,0.0009
-9.148000e-07,-0.0005
-9.146000e-07,-0.0017
-9.144000e-07,-0.0007
-9.142000e-07,0.0005
-9.140000e-07,0.0019
-9.138000e-07,0.0025
-9.136000e-07,0.0001
-9.134000e-07,-0.0015
-9.132000e-07,-0.0017
-9.130000e-07,0.0003
-9.128000e-07,0.0019
-9.126000e-07,0.0021
-9.124000e-07,0.0009
-9.122000e-07,-0.0011
-9.120000e-07,-0.0019
-9.118000e-07,-0.0003
-9.116000e-07,0.0017
-9.114000e-07,0.0023
-9.112000e-07,0.0011
-9.110000e-07,-0.0007
-9.108000e-07,-0.0011
-9.106000e-07,-0.0005
-9.104000e-07,0.0011
-9.102000e-07,0.0021
-9.100000e-07,0.0017
-9.098000e-07,0.0005
-9.096000e-07,-0.0007
-9.094000e-07,-0.0013
-9.092000e-07,-0.0007
-9.090000e-07,0.0015
-9.088000e-07,0.0023
-9.086000e-07,0.0015
-9.084000e-07,-0.0001
-9.082000e-07,-0.0017
-9.080000e-07,-0.0015
-9.078000e-07,0.0003
-9.076000e-07,0.0027
-9.074000e-07,0.0027
-9.072000e-07,0.0007
-9.070000e-07,-0.0015
-9.068000e-07,-0.0019
-9.066000e-07,0.0001
-9.064000e-07,0.0029
-9.062000e-07,0.0027
-9.060000e-07,0.0009
-9.058000e-07,-0.0011
-9.056000e-07,-0.0021
-9.054000e-07,-0.0005
-9.052000e-07,0.0013
-9.050000e-07,0.0029
-9.048000e-07,0.0021
-9.046000e-07,0.0001
-9.044000e-07,-0.0017
-9.042000e-07,-0.0017
-9.040000e-07,0.0003
-9.038000e-07,0.0023
-9.036000e-07,0.0021
-9.034000e-07,0.0007
-9.032000e-07,-0.0015
-9.030000e-07,-0.0017
-9.028000e-07,-0.0005
-9.026000e-07,0.0017
-9.024000e-07,0.0031
-9.022000e-07,0.0015
-9.020000e-07,-0.0005
-9.018000e-07,-0.0011
-9.016000e-07,-0.0009
-9.014000e-07,0.0011
-9.012000e-07,0.0025
-9.010000e-07,0.0027
-9.008000e-07,0.0003
-9.006000e-07,-0.0017
-9.004000e-07,-0.0017
-9.002000e-07,0.0003
-9.000000e-07,0.0023
-8.998000e-07,0.0029
-8.996000e-07,0.0013
-8.994000e-07,-0.0011
-8.992000e-07,-0.0023
-8.990000e-07,-0.0007
-8.988000e-07,0.0015
-8.986000e-07,0.0029
-8.984000e-07,0.0009
-8.982000e-07,-0.0005
-8.980000e-07,-0.0013
-8.978000e-07,-0.0007
-8.976000e-07,0.0013
-8.974000e-07,0.0025
-8.972000e-07,0.0017
-8.970000e-07,0.0003
-8.968000e-07,-0.0009
-8.966000e-07,-0.0003
-8.964000e-07,0.0001
-8.962000e-07,0.0015
-8.960000e-07,0.0019
-8.958000e-07,0.0017
-8.956000e-07,0.0001
-8.954000e-07,-0.0013
-8.952000e-07,-0.0009
-8.950000e-07,0.0009
-8.948000e-07,0.0023
-8.946000e-07,0.0019
-8.944000e-07,0.0001
-8.942000e-07,-0.0015
-8.940000e-07,-0.0007
-8.938000e-07,0.0007
-8.936000e-07,0.0017
-8.934000e-07,0.0011
-8.932000e-07,0.0003
-8.930000e-07,-0.0009
-8.928000e-07,-0.0005
-8.926000e-07,0.0007
-8.924000e-07,0.0013
-8.922000e-07,0.0009
-8.920000e-07,0.0005
-8.918000e-07,0.0001
-8.916000e-07,-0.0003
-8.914000e-07,0.0003
-8.912000e-07,0.0011
-8.910000e-07,0.0011
-8.908000e-07,0.0005
-8.906000e-07,0.0003
-8.904000e-07,0.0003
-8.902000e-07,0.0005
-8.900000e-07,0.0007
-8.898000e-07,0.0005
-8.896000e-07,0.0005
-8.894000e-07,0.0005
-8.892000e-07,0.0007
-8.890000e-07,0.0003
-8.888000e-07,-0.0005
-8.886000e-07,0.0003
-8.884000e-07,0.0009
-8.882000e-07,0.0007
-8.880000e-07,0.0003
-8.878000e-07,0.0005
-8.876000e-07,0.0007
-8.874000e-07,0.0007
-8.872000e-07,0.0005
-8.870000e-07,0.0001
-8.868000e-07,0.0005
-8.866000e-07,0.0011
-8.864000e-07,0.0011
-8.862000e-07,0.0007
-8.860000e-07,0.0001
-8.858000e-07,-0.0005
-8.856000e-07,0.0001
-8.854000e-07,0.0005
-8.852000e-07,0.0013
-8.850000e-07,0.0017
-8.848000e-07,0.0001
-8.846000e-07,-0.0013
-8.844000e-07,-0.0009
-8.842000e-07,0.0009
-8.840000e-07,0.0023
-8.838000e-07,0.0017
-8.836000e-07,0.0001
-8.834000e-07,-0.0013
-8.832000e-07,-0.0011
-8.830000e-07,0.0007
-8.828000e-07,0.0021
-8.826000e-07,0.0015
-8.824000e-07,0.0003
-8.822000e-07,-0.0005
-8.820000e-07,-0.0005
-8.818000e-07,0.0007
-8.816000e-07,0.0021
-8.814000e-07,0.0029
-8.812000e-07,0.0015
-8.810000e-07,-0.0003
-8.808000e-07,-0.0007
-8.806000e-07,0.0001
-8.804000e-07,0.0011
-8.802000e-07,0.0021
-8.800000e-07,0.0017
-8.798000e-07,0.0005
-8.796000e-07,-0.0009
-8.794000e-07,-0.0011
-8.792000e-07,0.0001
-8.790000e-07,0.0015
-8.788000e-07,0.0025
-8.786000e-07,0.0015
-8.784000e-07,-0.0009
-8.782000e-07,-0.0021
-8.780000e-07,-0.0011
-8.778000e-07,0.0017
-8.776000e-07,0.0033
-8.774000e-07,0.0023
-8.772000e-07,-0.0005
-8.770000e-07,-0.0021
-8.768000e-07,-0.0013
-8.766000e-07,0.0015
-8.764000e-07,0.0031
-8.762000e-07,0.0027
-8.760000e-07,0.0001
-8.758000e-07,-0.0015
-8.756000e-07,-0.0015
-8.754000e-07,-0.0001
-8.752000e-07,0.0019
-8.750000e-07,0.0023
-8.748000e-07,0.0007
-8.746000e-07,-0.0003
-8.744000e-07,-0.0013
-8.742000e-07,-0.0005
-8.740000e-07,0.0011
-8.738000e-07,0.0021
-8.736000e-07,0.0009
-8.734000e-07,0.0001
-8.732000e-07,-0.0017
-8.730000e-07,-0.0015
-8.728000e-07,0.0003
-8.726000e-07,0.0023
-8.724000e-07,0.0029
-8.722000e-07,0.0009
-8.720000e-07,-0.0009
-8.718000e-07,-0.0011
-8.716000e-07,-0.0005
-8.714000e-07,0.0017
-8.712000e-07,0.0025
-8.710000e-07,0.0015
-8.708000e-07,-0.0005
-8.706000e-07,-0.0017
-8.704000e-07,-0.0005
-8.702000e-07,0.0013
-8.700000e-07,0.0021
-8.698000e-07,0.0015
-8.696000e-07,0.0001
-8.694000e-07,-0.0009
-8.692000e-07,-0.0009
-8.690000e-07,0.0003
-8.688000e-07,0.0019
-8.686000e-07,0.0017
-8.684000e-07,0.0007
-8.682000e-07,0.0001
-8.680000e-07,-0.0001
-8.678000e-07,0.0001
-8.676000e-07,0.0007
-8.674000e-07,0.0013
-8.672000e-07,0.0009
-8.670000e-07,0.0007
-8.668000e-07,-0.0005
-8.666000e-07,-0.0005
-8.664000e-07,-0.0001
-8.662000e-07,0.0017
-8.660000e-07,0.0023
-8.658000e-07,0.0013
-8.656000e-07,-0.0003
-8.654000e-07,-0.0009
-8.652000e-07,-0.0005
-8.650000e-07,0.0013
-8.648000e-07,0.0017
-8.646000e-07,0.0013
-8.644000e-07,-0.0001
-8.642000e-07,-0.0005
-8.640000e-07,-0.0001
-8.638000e-07,0.0009
-8.636000e-07,0.0011
-8.634000e-07,0.0011
