[Hz],FFT[dBm]
8.71276855E+05,-8.76054E+01
8.72802734E+05,-9.14654E+01
8.74328613E+05,-8.99454E+01
8.75854492E+05,-9.01054E+01
8.77380371E+05,-9.93454E+01
8.78906250E+05,-9.79854E+01
8.80432129E+05,-8.97454E+01
8.81958008E+05,-8.65854E+01
8.83483887E+05,-8.87054E+01
8.85009766E+05,-8.83454E+01
8.86535645E+05,-9.06254E+01
8.88061523E+05,-8.57054E+01
8.89587402E+05,-9.26854E+01
8.91113281E+05,-9.50654E+01
8.92639160E+05,-9.07854E+01
8.94165039E+05,-9.05454E+01
8.95690918E+05,-8.99654E+01
8.97216797E+05,-9.05054E+01
8.98742676E+05,-9.84254E+01
9.00268555E+05,-1.06845E+02
9.01794434E+05,-1.00805E+02
9.03320312E+05,-9.44454E+01
9.04846191E+05,-8.87654E+01
9.06372070E+05,-8.83854E+01
9.07897949E+05,-9.72254E+01
9.09423828E+05,-8.77854E+01
9.10949707E+05,-8.54254E+01
9.12475586E+05,-9.43654E+01
9.14001465E+05,-1.01905E+02
9.15527344E+05,-9.92254E+01
9.17053223E+05,-9.47854E+01
9.18579102E+05,-9.40254E+01
9.20104980E+05,-9.43654E+01
9.21630859E+05,-9.69854E+01
9.23156738E+05,-1.01625E+02
9.24682617E+05,-9.28454E+01
9.26208496E+05,-9.85254E+01
9.27734375E+05,-8.54254E+01
9.29260254E+05,-8.36054E+01
9.30786133E+05,-8.96054E+01
9.32312012E+05,-9.18854E+01
9.33837891E+05,-8.47454E+01
9.35363770E+05,-8.12854E+01
9.36889648E+05,-8.41454E+01
9.38415527E+05,-9.08454E+01
9.39941406E+05,-9.16454E+01
9.41467285E+05,-9.41454E+01
9.42993164E+05,-9.55654E+01
9.44519043E+05,-8.82654E+01
9.46044922E+05,-8.44454E+01
9.47570801E+05,-8.65854E+01
9.49096680E+05,-9.00454E+01
9.50622559E+05,-9.36654E+01
9.52148438E+05,-1.03145E+02
9.53674316E+05,-1.01785E+02
9.55200195E+05,-1.00805E+02
9.56726074E+05,-9.58654E+01
9.58251953E+05,-9.46054E+01
9.59777832E+05,-9.13654E+01
9.61303711E+05,-8.95054E+01
9.62829590E+05,-8.71654E+01
9.64355469E+05,-9.14654E+01
9.65881348E+05,-9.29454E+01
9.67407227E+05,-9.57854E+01
9.68933105E+05,-9.06054E+01
9.70458984E+05,-9.23854E+01
9.71984863E+05,-1.02745E+02
9.73510742E+05,-9.43054E+01
9.75036621E+05,-8.44854E+01
9.76562500E+05,-8.89454E+01
9.78088379E+05,-1.00125E+02
9.79614258E+05,-9.65054E+01
9.81140137E+05,-9.53854E+01
9.82666016E+05,-9.07654E+01
9.84191895E+05,-9.01854E+01
9.85717773E+05,-9.52854E+01
9.87243652E+05,-9.03454E+01
9.88769531E+05,-8.67054E+01
9.90295410E+05,-9.36454E+01
9.91821289E+05,-9.69054E+01
9.93347168E+05,-9.30454E+01
9.94873047E+05,-8.82854E+01
9.96398926E+05,-8.98854E+01
9.97924805E+05,-9.30054E+01
9.99450684E+05,-9.85654E+01
1.00097656E+06,-9.80654E+01
1.00250244E+06,-9.06454E+01
1.00402832E+06,-9.03254E+01
1.00555420E+06,-9.67054E+01
1.00708008E+06,-9.19454E+01
1.00860596E+06,-9.03054E+01
1.01013184E+06,-9.40454E+01
1.01165771E+06,-9.68854E+01
1.01318359E+06,-9.33654E+01
1.01470947E+06,-9.36054E+01
1.01623535E+06,-9.64654E+01
1.01776123E+06,-9.61254E+01
1.01928711E+06,-9.61654E+01
1.02081299E+06,-8.90254E+01
1.02233887E+06,-8.74854E+01
1.02386475E+06,-9.28054E+01
1.02539062E+06,-8.96854E+01
1.02691650E+06,-9.04654E+01
1.02844238E+06,-9.59654E+01
1.02996826E+06,-9.33454E+01
1.03149414E+06,-9.79854E+01
1.03302002E+06,-8.98854E+01
1.03454590E+06,-8.84454E+01
1.03607178E+06,-9.63054E+01
1.03759766E+06,-9.73654E+01
1.03912354E+06,-9.40454E+01
1.04064941E+06,-9.71054E+01
1.04217529E+06,-9.12054E+01
1.04370117E+06,-9.15054E+01
1.04522705E+06,-8.93254E+01
1.04675293E+06,-9.39054E+01
1.04827881E+06,-1.00625E+02
1.04980469E+06,-9.07254E+01
1.05133057E+06,-9.17454E+01
1.05285645E+06,-8.91254E+01
1.05438232E+06,-8.63454E+01
1.05590820E+06,-8.49854E+01
1.05743408E+06,-8.23454E+01
1.05895996E+06,-9.12054E+01
1.06048584E+06,-1.11625E+02
1.06201172E+06,-9.67254E+01
1.06353760E+06,-9.17054E+01
1.06506348E+06,-8.77254E+01
1.06658936E+06,-8.59654E+01
1.06811523E+06,-9.19854E+01
1.06964111E+06,-9.63854E+01
1.07116699E+06,-9.54854E+01
1.07269287E+06,-1.09505E+02
1.07421875E+06,-9.69054E+01
1.07574463E+06,-8.81454E+01
1.07727051E+06,-9.18854E+01
1.07879639E+06,-9.13054E+01
1.08032227E+06,-8.90454E+01
1.08184814E+06,-9.45254E+01
1.08337402E+06,-9.49254E+01
1.08489990E+06,-9.65054E+01
1.08642578E+06,-1.03305E+02
1.08795166E+06,-9.91254E+01
1.08947754E+06,-9.62454E+01
1.09100342E+06,-9.21654E+01
1.09252930E+06,-9.36454E+01
1.09405518E+06,-8.90054E+01
1.09558105E+06,-8.89254E+01
1.09710693E+06,-8.96454E+01
1.09863281E+06,-8.51854E+01
1.10015869E+06,-9.18854E+01
1.10168457E+06,-9.69854E+01
1.10321045E+06,-9.68254E+01
1.10473633E+06,-9.52454E+01
1.10626221E+06,-1.04785E+02
1.10778809E+06,-8.02454E+01
1.10931396E+06,-7.46454E+01
1.11083984E+06,-8.28454E+01
1.11236572E+06,-9.49254E+01
1.11389160E+06,-9.56254E+01
1.11541748E+06,-9.22254E+01
1.11694336E+06,-9.09254E+01
1.11846924E+06,-9.51854E+01
1.11999512E+06,-9.71654E+01
1.12152100E+06,-9.42254E+01
1.12304688E+06,-9.13254E+01
1.12457275E+06,-9.73854E+01
1.12609863E+06,-9.25854E+01
1.12762451E+06,-9.01854E+01
1.12915039E+06,-8.78654E+01
1.13067627E+06,-8.85854E+01
1.13220215E+06,-9.32654E+01
1.13372803E+06,-9.00454E+01
1.13525391E+06,-9.21054E+01
1.13677979E+06,-9.46054E+01
1.13830566E+06,-8.99654E+01
1.13983154E+06,-9.52854E+01
1.14135742E+06,-1.08285E+02
1.14288330E+06,-9.37054E+01
1.14440918E+06,-9.14654E+01
1.14593506E+06,-9.36054E+01
1.14746094E+06,-9.32254E+01
1.14898682E+06,-1.03085E+02
1.15051270E+06,-1.05185E+02
1.15203857E+06,-9.70454E+01
1.15356445E+06,-8.85854E+01
1.15509033E+06,-8.78054E+01
1.15661621E+06,-8.97854E+01
1.15814209E+06,-1.01285E+02
1.15966797E+06,-9.49854E+01
1.16119385E+06,-9.13054E+01
1.16271973E+06,-9.26454E+01
1.16424561E+06,-9.58254E+01
1.16577148E+06,-8.91254E+01
1.16729736E+06,-1.01305E+02
1.16882324E+06,-9.49054E+01
1.17034912E+06,-9.19454E+01
1.17187500E+06,-9.51854E+01
1.17340088E+06,-9.85454E+01
1.17492676E+06,-9.04254E+01
1.17645264E+06,-8.95054E+01
1.17797852E+06,-9.60454E+01
