
Zeit;Weg;Kraft;Biegespannung;
85,26;11,382;326,40;47,68;
85,27;11,382;326,00;47,63;
85,28;11,382;326,10;47,64;
85,28;11,384;326,50;47,70;
85,29;11,384;325,60;47,57;
85,29;11,384;325,60;47,57;
85,29;11,385;325,20;47,51;
85,30;11,386;324,80;47,45;
85,31;11,387;324,60;47,42;
85,31;11,387;324,70;47,44;
85,32;11,388;325,10;47,49;
85,32;11,389;325,00;47,48;
85,32;11,389;325,70;47,58;
85,33;11,390;325,40;47,54;
85,33;11,391;325,10;47,49;
85,34;11,392;325,00;47,48;
85,35;11,392;324,90;47,47;
85,35;11,392;325,40;47,54;
85,36;11,394;325,50;47,55;
85,36;11,394;326,20;47,66;
85,36;11,394;326,80;47,74;
85,37;11,396;326,40;47,68;
85,38;11,396;326,00;47,63;
85,38;11,396;325,70;47,58;
85,39;11,398;324,80;47,45;
85,39;11,398;324,70;47,44;
85,39;11,399;325,10;47,49;
85,40;11,399;325,20;47,51;
85,40;11,400;325,60;47,57;
85,41;11,401;326,20;47,66;
85,42;11,401;325,80;47,60;
85,42;11,402;325,60;47,57;
85,43;11,403;325,60;47,57;
85,43;11,403;325,30;47,52;
85,43;11,404;325,50;47,55;
85,44;11,405;325,30;47,52;
85,44;11,406;325,10;47,49;
85,45;11,406;324,80;47,45;
85,46;11,406;325,60;47,57;
85,46;11,408;325,80;47,60;
85,46;11,408;326,70;47,73;
85,47;11,408;327,50;47,85;
85,47;11,410;326,80;47,74;
85,48;11,410;327,00;47,77;
85,49;11,410;325,90;47,61;
85,49;11,411;324,90;47,47;
85,50;11,412;325,20;47,51;
85,50;11,413;325,10;47,49;
85,50;11,413;325,70;47,58;
85,51;11,414;326,00;47,63;
85,51;11,415;326,50;47,70;
85,52;11,415;326,20;47,66;
85,53;11,416;326,30;47,67;
85,53;11,417;326,30;47,67;
85,54;11,417;325,60;47,57;
85,54;11,418;325,10;47,49;
85,54;11,418;325,30;47,52;
85,55;11,420;325,30;47,52;
85,56;11,420;325,40;47,54;
85,56;11,420;326,10;47,64;
85,57;11,422;325,80;47,60;
85,57;11,422;326,20;47,66;
85,57;11,422;326,40;47,68;
85,58;11,424;326,40;47,68;
85,58;11,424;326,40;47,68;
85,59;11,425;325,50;47,55;
85,60;11,425;325,80;47,60;
85,60;11,426;326,30;47,67;
85,61;11,427;326,50;47,70;
85,61;11,427;326,90;47,76;
85,61;11,428;326,30;47,67;
85,62;11,429;325,80;47,60;
85,63;11,429;325,70;47,58;
85,63;11,430;325,90;47,61;
85,64;11,431;326,80;47,74;
85,64;11,432;326,90;47,76;
85,64;11,432;326,40;47,68;
85,65;11,432;326,30;47,67;
85,65;11,434;325,60;47,57;
85,66;11,434;326,10;47,64;
85,67;11,434;326,30;47,67;
85,67;11,436;326,50;47,70;
85,68;11,436;326,40;47,68;
85,68;11,436;326,70;47,73;
85,68;11,438;326,90;47,76;
85,69;11,438;326,50;47,70;
85,69;11,439;326,90;47,76;
85,70;11,439;326,30;47,67;
85,71;11,440;325,70;47,58;
85,71;11,441;325,80;47,60;
85,71;11,441;326,20;47,66;
85,72;11,442;325,80;47,60;
85,72;11,443;326,90;47,76;
85,73;11,443;327,30;47,82;
85,74;11,444;326,90;47,76;
85,74;11,444;327,50;47,85;
85,75;11,446;327,20;47,80;
85,75;11,446;326,70;47,73;
85,75;11,446;326,40;47,68;
85,76;11,448;326,20;47,66;
85,76;11,448;325,70;47,58;
85,77;11,448;325,50;47,55;
85,78;11,450;325,90;47,61;
85,78;11,450;326,20;47,66;
85,79;11,450;326,00;47,63;
85,79;11,451;326,50;47,70;
85,79;11,452;326,60;47,71;
85,80;11,453;326,80;47,74;
85,81;11,453;327,10;47,79;
85,81;11,454;327,10;47,79;
85,82;11,455;326,90;47,76;
85,82;11,455;326,80;47,74;
85,82;11,456;326,40;47,68;
85,83;11,457;326,70;47,73;
85,83;11,458;326,70;47,73;
85,84;11,458;326,20;47,66;
85,85;11,459;326,70;47,73;
85,85;11,460;326,40;47,68;
85,86;11,460;326,70;47,73;
85,86;11,461;326,20;47,66;
85,86;11,462;326,50;47,70;
85,87;11,462;325,90;47,61;
85,88;11,463;325,90;47,61;
85,88;11,464;326,30;47,67;
85,89;11,464;326,20;47,66;
85,89;11,465;327,60;47,86;
85,89;11,465;326,80;47,74;
85,90;11,466;327,10;47,79;
85,90;11,467;326,90;47,76;
85,91;11,467;326,40;47,68;
85,92;11,468;326,70;47,73;
85,92;11,469;326,10;47,64;
85,93;11,469;326,30;47,67;
85,93;11,470;326,60;47,71;
85,93;11,470;326,80;47,74;
85,94;11,472;327,30;47,82;
85,94;11,472;326,80;47,74;
85,95;11,472;326,40;47,68;
85,96;11,474;326,30;47,67;
85,96;11,474;326,70;47,73;
85,96;11,474;326,30;47,67;
85,97;11,476;326,30;47,67;
85,97;11,476;326,30;47,67;
85,98;11,476;325,20;47,51;
85,99;11,477;326,00;47,63;
85,99;11,478;326,00;47,63;
86,00;11,479;325,80;47,60;
86,00;11,479;326,90;47,76;
86,00;11,480;326,20;47,66;
86,01;11,481;325,90;47,61;
86,01;11,481;326,10;47,64;
86,02;11,482;326,10;47,64;
86,03;11,483;326,10;47,64;
86,03;11,483;326,40;47,68;
86,04;11,484;326,30;47,67;
86,04;11,484;325,90;47,61;
86,04;11,486;326,60;47,71;
86,05;11,486;325,70;47,58;
86,06;11,486;325,80;47,60;
86,06;11,488;325,70;47,58;
86,07;11,488;325,50;47,55;
86,07;11,488;325,30;47,52;
86,07;11,490;325,70;47,58;
86,08;11,490;325,70;47,58;
86,08;11,491;326,30;47,67;
86,09;11,491;327,00;47,77;
86,10;11,492;327,10;47,79;
86,10;11,493;326,30;47,67;
86,11;11,493;325,50;47,55;
86,11;11,494;326,20;47,66;
86,11;11,495;326,20;47,66;
86,12;11,495;327,10;47,79;
86,13;11,496;327,00;47,77;
86,13;11,497;326,70;47,73;
86,14;11,498;326,70;47,73;
86,14;11,498;326,70;47,73;
86,14;11,498;326,80;47,74;
86,15;11,500;327,00;47,77;
86,15;11,500;327,10;47,79;
86,16;11,500;327,30;47,82;
86,17;11,502;328,00;47,92;
86,17;11,502;327,50;47,85;
86,18;11,502;326,90;47,76;
86,18;11,503;326,70;47,73;
86,18;11,504;326,80;47,74;
86,19;11,505;326,40;47,68;
86,19;11,505;326,50;47,70;
86,20;11,506;327,40;47,83;
86,21;11,507;327,00;47,77;
86,21;11,507;328,20;47,95;
86,21;11,508;328,50;47,99;
86,22;11,509;327,40;47,83;
86,22;11,509;327,60;47,86;
86,23;11,510;327,30;47,82;
86,24;11,510;327,50;47,85;
86,24;11,512;327,70;47,87;
86,25;11,512;327,20;47,80;
86,25;11,512;326,70;47,73;
86,25;11,514;326,70;47,73;
86,26;11,514;327,50;47,85;
86,26;11,514;328,00;47,92;
86,27;11,516;327,90;47,90;
86,28;11,516;327,40;47,83;
86,28;11,517;326,90;47,76;
86,29;11,517;326,90;47,76;
86,29;11,518;327,10;47,79;
86,29;11,519;327,40;47,83;
86,30;11,519;328,00;47,92;
86,31;11,520;327,80;47,89;
86,31;11,521;327,70;47,87;
86,32;11,521;327,50;47,85;
86,32;11,522;326,60;47,71;
86,32;11,523;326,70;47,73;
86,33;11,524;326,50;47,70;
86,33;11,524;326,50;47,70;
86,34;11,524;326,40;47,68;
86,35;11,526;326,00;47,63;
86,35;11,526;326,70;47,73;
86,36;11,526;326,70;47,73;
86,36;11,528;327,70;47,87;
86,36;11,528;328,00;47,92;
86,37;11,528;327,20;47,80;
86,38;11,530;326,90;47,76;
86,38;11,530;326,40;47,68;
86,39;11,531;326,90;47,76;
86,39;11,531;327,40;47,83;
86,39;11,532;327,00;47,77;
86,40;11,533;327,40;47,83;
86,40;11,533;327,50;47,85;
86,41;11,534;328,30;47,96;
86,42;11,535;329,20;48,09;
86,42;11,535;329,00;48,06;
86,43;11,536;328,40;47,98;
86,43;11,536;328,20;47,95;
86,43;11,538;328,50;47,99;
86,44;11,538;328,70;48,02;
86,44;11,538;328,60;48,01;
86,45;11,540;328,30;47,96;
86,46;11,540;327,80;47,89;
86,46;11,540;327,30;47,82;
86,46;11,542;327,40;47,83;
86,47;11,542;327,20;47,80;
86,47;11,542;327,80;47,89;
86,48;11,543;328,10;47,93;
86,49;11,544;328,90;48,05;
86,49;11,545;329,20;48,09;
86,50;11,545;328,50;47,99;
86,50;11,546;328,30;47,96;
86,50;11,547;327,40;47,83;
86,51;11,547;327,40;47,83;
86,51;11,548;327,50;47,85;
86,52;11,549;327,70;47,87;
86,53;11,549;328,20;47,95;
86,53;11,550;328,20;47,95;
86,54;11,550;328,60;48,01;
86,54;11,551;328,70;48,02;
86,54;11,552;328,40;47,98;
86,55;11,552;328,90;48,05;
86,56;11,553;328,40;47,98;
86,56;11,554;328,30;47,96;
86,57;11,554;327,30;47,82;
86,57;11,555;326,90;47,76;
86,57;11,556;326,70;47,73;
86,58;11,557;326,70;47,73;
86,58;11,557;327,50;47,85;
86,59;11,558;327,20;47,80;
86,60;11,559;327,40;47,83;
86,60;11,559;327,30;47,82;
86,61;11,560;327,30;47,82;
86,61;11,561;327,40;47,83;
86,61;11,561;328,00;47,92;
86,62;11,562;328,00;47,92;
86,63;11,563;327,90;47,90;
86,63;11,563;327,50;47,85;
86,64;11,564;326,70;47,73;
86,64;11,564;326,60;47,71;
86,64;11,565;326,70;47,73;
86,65;11,566;326,70;47,73;
86,65;11,566;326,70;47,73;
86,66;11,567;326,80;47,74;
86,67;11,568;326,50;47,70;
86,67;11,568;326,90;47,76;
86,68;11,569;327,20;47,80;
86,68;11,570;327,60;47,86;
86,68;11,571;328,10;47,93;
86,69;11,571;327,20;47,80;
86,69;11,572;327,80;47,89;
86,70;11,573;327,70;47,87;
86,71;11,573;328,10;47,93;
86,71;11,574;329,10;48,08;
86,71;11,575;329,10;48,08;
86,72;11,575;329,20;48,09;
86,72;11,576;328,30;47,96;
86,73;11,576;328,10;47,93;
86,74;11,577;327,10;47,79;
86,74;11,578;327,10;47,79;
86,75;11,578;327,20;47,80;
86,75;11,579;327,20;47,80;
86,75;11,580;328,30;47,96;
86,76;11,580;328,10;47,93;
86,76;11,581;328,50;47,99;
86,77;11,582;328,80;48,04;
86,78;11,583;328,30;47,96;
86,78;11,583;328,30;47,96;
86,79;11,584;328,60;48,01;
86,79;11,585;328,40;47,98;
86,79;11,585;328,80;48,04;
86,80;11,586;328,60;48,01;
86,81;11,587;328,20;47,95;
86,81;11,587;328,50;47,99;
86,82;11,588;328,70;48,02;
86,82;11,589;328,90;48,05;
86,82;11,589;328,60;48,01;
86,83;11,590;328,80;48,04;
86,83;11,590;328,50;47,99;
86,84;11,591;328,60;48,01;
86,85;11,592;328,60;48,01;
86,85;11,592;328,50;47,99;
86,86;11,593;327,90;47,90;
86,86;11,594;328,50;47,99;
86,86;11,594;328,50;47,99;
86,87;11,595;327,50;47,85;
86,88;11,596;328,40;47,98;
86,88;11,597;328,00;47,92;
86,89;11,597;328,50;47,99;
86,89;11,598;329,10;48,08;
86,89;11,599;328,60;48,01;
86,90;11,599;328,00;47,92;
86,90;11,600;327,30;47,82;
86,91;11,601;327,80;47,89;
86,92;11,601;327,80;47,89;
86,92;11,602;328,00;47,92;
86,93;11,602;328,30;47,96;
86,93;11,603;327,90;47,90;
86,93;11,604;328,40;47,98;
86,94;11,604;328,10;47,93;
86,94;11,605;328,30;47,96;
86,95;11,606;328,10;47,93;
86,96;11,606;328,20;47,95;
86,96;11,607;328,90;48,05;
86,96;11,608;328,70;48,02;
86,97;11,608;329,40;48,12;
86,97;11,609;329,20;48,09;
86,98;11,610;328,40;47,98;
86,99;11,611;328,80;48,04;
86,99;11,611;328,20;47,95;
87,00;11,612;328,30;47,96;
87,00;11,613;328,20;47,95;
87,00;11,613;328,00;47,92;
87,01;11,614;328,00;47,92;
87,01;11,615;328,00;47,92;
87,02;11,615;328,70;48,02;
87,03;11,616;328,40;47,98;
87,03;11,616;329,10;48,08;
87,04;11,617;329,10;48,08;
87,04;11,618;328,80;48,04;
87,04;11,618;328,90;48,05;
87,05;11,619;329,10;48,08;
87,06;11,620;328,50;47,99;
87,06;11,620;328,40;47,98;
87,07;11,621;328,10;47,93;
87,07;11,622;327,10;47,79;
87,07;11,623;327,60;47,86;
87,08;11,623;328,20;47,95;
87,08;11,624;328,20;47,95;
87,09;11,625;329,00;48,06;
87,10;11,625;328,80;48,04;
87,10;11,626;329,00;48,06;
87,11;11,627;329,00;48,06;
87,11;11,627;328,80;48,04;
87,11;11,628;328,80;48,04;
87,12;11,628;328,50;47,99;
87,13;11,629;328,60;48,01;
87,13;11,630;328,80;48,04;
87,14;11,630;328,60;48,01;
87,14;11,632;328,40;47,98;
87,14;11,632;328,80;48,04;
87,15;11,632;328,80;48,04;
87,15;11,634;328,80;48,04;
87,16;11,634;329,50;48,14;
87,17;11,634;329,30;48,11;
87,17;11,635;329,30;48,11;
87,18;11,636;329,70;48,17;
87,18;11,637;328,60;48,01;
87,18;11,637;329,20;48,09;
87,19;11,638;329,10;48,08;
87,19;11,639;328,80;48,04;
87,20;11,639;329,50;48,14;
87,21;11,640;329,80;48,18;
87,21;11,641;329,60;48,15;
87,21;11,642;330,00;48,21;
87,22;11,642;329,40;48,12;
87,22;11,643;328,50;47,99;
87,23;11,644;328,70;48,02;
87,24;11,644;328,60;48,01;
87,24;11,645;328,40;47,98;
87,25;11,646;327,80;47,89;
87,25;11,646;327,40;47,83;
87,25;11,647;327,30;47,82;
87,26;11,648;327,40;47,83;
87,26;11,648;327,80;47,89;
87,27;11,649;328,10;47,93;
87,28;11,649;328,90;48,05;
87,28;11,650;329,60;48,15;
87,29;11,651;329,30;48,11;
87,29;11,651;329,50;48,14;
87,29;11,652;329,10;48,08;
87,30;11,653;329,20;48,09;
87,31;11,653;330,00;48,21;
87,31;11,654;329,90;48,20;
87,32;11,655;329,70;48,17;
87,32;11,656;329,70;48,17;
87,32;11,656;329,30;48,11;
87,33;11,656;328,80;48,04;
87,33;11,658;328,50;47,99;
87,34;11,658;328,30;47,96;
87,35;11,658;328,80;48,04;
87,35;11,660;329,10;48,08;
87,36;11,660;329,50;48,14;
87,36;11,660;330,00;48,21;
87,36;11,661;329,20;48,09;
87,37;11,662;329,10;48,08;
87,38;11,663;328,70;48,02;
87,38;11,663;328,90;48,05;
87,39;11,664;329,70;48,17;
87,39;11,665;329,90;48,20;
87,39;11,665;330,70;48,31;
87,40;11,666;329,90;48,20;
87,40;11,667;329,70;48,17;
87,41;11,667;329,60;48,15;
87,42;11,668;329,10;48,08;
87,42;11,668;329,00;48,06;
87,43;11,670;329,30;48,11;
87,43;11,670;329,10;48,08;
87,43;11,670;328,90;48,05;
87,44;11,672;329,20;48,09;
87,44;11,672;329,50;48,14;
87,45;11,672;330,50;48,28;
87,46;11,674;330,00;48,21;
87,46;11,674;330,20;48,24;
87,46;11,675;330,40;48,27;
87,47;11,675;329,30;48,11;
87,47;11,676;330,50;48,28;
87,48;11,677;330,00;48,21;
87,49;11,677;329,10;48,08;
87,49;11,678;329,50;48,14;
87,50;11,679;329,60;48,15;
87,50;11,679;330,10;48,22;
87,50;11,680;330,30;48,25;
87,51;11,681;330,70;48,31;
87,51;11,682;329,70;48,17;
87,52;11,682;329,90;48,20;
87,53;11,682;329,40;48,12;
87,53;11,684;329,50;48,14;
87,54;11,684;329,70;48,17;
87,54;11,684;329,40;48,12;
87,54;11,686;329,90;48,20;
87,55;11,686;330,00;48,21;
87,56;11,686;329,90;48,20;
87,56;11,688;330,00;48,21;
87,57;11,688;329,20;48,09;
87,57;11,689;328,10;47,93;
87,57;11,689;328,10;47,93;
87,58;11,690;328,20;47,95;
87,58;11,691;329,50;48,14;
87,59;11,691;330,80;48,33;
87,60;11,692;331,40;48,41;
87,60;11,693;331,60;48,44;
87,61;11,693;330,70;48,31;
87,61;11,694;330,50;48,28;
87,61;11,694;330,00;48,21;
87,62;11,696;329,30;48,11;
87,63;11,696;329,60;48,15;
87,63;11,696;329,40;48,12;
87,64;11,698;330,10;48,22;
87,64;11,698;330,20;48,24;
87,64;11,698;330,00;48,21;
87,65;11,700;330,10;48,22;
87,65;11,700;330,20;48,24;
87,66;11,700;330,80;48,33;
87,67;11,701;330,90;48,34;
87,67;11,702;330,50;48,28;
87,68;11,703;330,10;48,22;
87,68;11,703;330,20;48,24;
87,68;11,704;330,10;48,22;
87,69;11,705;330,80;48,33;
87,69;11,705;330,80;48,33;
87,70;11,706;330,30;48,25;
87,71;11,707;330,20;48,24;
87,71;11,708;329,80;48,18;
87,71;11,708;329,80;48,18;
87,72;11,709;329,50;48,14;
87,72;11,710;329,60;48,15;
87,73;11,710;329,50;48,14;
87,74;11,711;329,60;48,15;
87,74;11,712;330,00;48,21;
87,75;11,712;330,40;48,27;
87,75;11,713;331,30;48,40;
87,75;11,714;330,80;48,33;
87,76;11,714;330,80;48,33;
87,76;11,715;330,40;48,27;
87,77;11,715;328,90;48,05;
87,78;11,716;329,10;48,08;
87,78;11,717;328,90;48,05;
87,79;11,717;328,20;47,95;
87,79;11,718;329,10;48,08;
87,79;11,719;329,30;48,11;
87,80;11,719;329,20;48,09;
87,81;11,720;329,50;48,14;
87,81;11,721;329,80;48,18;
87,82;11,722;329,90;48,20;
87,82;11,722;330,20;48,24;
87,82;11,723;331,10;48,37;
87,83;11,724;330,90;48,34;
87,83;11,724;330,20;48,24;
87,84;11,725;330,60;48,30;
87,85;11,726;330,40;48,27;
87,85;11,726;330,30;48,25;
87,86;11,726;331,00;48,36;
87,86;11,727;330,70;48,31;
87,86;11,728;330,50;48,28;
87,87;11,729;330,10;48,22;
87,88;11,729;330,50;48,28;
87,88;11,730;330,70;48,31;
87,89;11,731;330,30;48,25;
87,89;11,731;330,80;48,33;
87,89;11,732;330,70;48,31;
87,90;11,733;330,50;48,28;
87,90;11,733;330,70;48,31;
87,91;11,734;330,00;48,21;
87,92;11,734;329,60;48,15;
87,92;11,736;329,90;48,20;
87,93;11,736;330,00;48,21;
87,93;11,736;330,70;48,31;
87,93;11,738;330,80;48,33;
87,94;11,738;330,20;48,24;
87,94;11,738;329,70;48,17;
87,95;11,740;329,80;48,18;
87,96;11,740;329,50;48,14;
87,96;11,741;330,30;48,25;
87,96;11,741;330,80;48,33;
87,97;11,742;330,50;48,28;
87,97;11,743;331,00;48,36;
87,98;11,743;330,70;48,31;
87,99;11,744;331,00;48,36;
87,99;11,745;330,50;48,28;
88,00;11,745;330,30;48,25;
88,00;11,746;330,40;48,27;
88,00;11,747;329,40;48,12;
88,01;11,748;329,50;48,14;
88,01;11,748;329,60;48,15;
88,02;11,748;328,60;48,01;
88,03;11,750;329,20;48,09;
88,03;11,750;329,80;48,18;
88,04;11,751;329,60;48,15;
88,04;11,752;330,40;48,27;
88,04;11,752;330,40;48,27;
88,05;11,753;329,50;48,14;
88,06;11,753;329,60;48,15;
88,06;11,754;329,80;48,18;
88,07;11,755;330,20;48,24;
88,07;11,755;331,20;48,39;
88,07;11,756;331,10;48,37;
88,08;11,757;331,10;48,37;
88,08;11,757;330,40;48,27;
88,09;11,758;330,20;48,24;
88,10;11,759;329,90;48,20;
88,10;11,759;329,90;48,20;
88,11;11,760;330,50;48,28;
88,11;11,761;330,30;48,25;
88,11;11,762;330,30;48,25;
88,12;11,762;329,80;48,18;
88,13;11,763;329,60;48,15;
88,13;11,764;329,30;48,11;
88,14;11,764;329,70;48,17;
88,14;11,765;329,90;48,20;
88,14;11,766;330,20;48,24;
88,15;11,766;330,90;48,34;
88,15;11,767;331,10;48,37;
88,16;11,767;331,10;48,37;
88,17;11,768;331,40;48,41;
88,17;11,769;330,60;48,30;
88,18;11,769;330,50;48,28;
88,18;11,770;330,50;48,28;
88,18;11,771;330,10;48,22;
88,19;11,771;330,80;48,33;
88,19;11,772;330,80;48,33;
88,20;11,773;331,30;48,40;
88,21;11,774;331,00;48,36;
88,21;11,774;331,30;48,40;
88,21;11,774;331,90;48,49;
88,22;11,776;331,20;48,39;
88,22;11,776;331,70;48,46;
88,23;11,776;331,50;48,43;
88,24;11,778;331,30;48,40;
88,24;11,778;331,60;48,44;
88,25;11,778;331,30;48,40;
88,25;11,780;331,10;48,37;
88,25;11,780;330,60;48,30;
88,26;11,781;331,20;48,39;
88,26;11,781;331,40;48,41;
88,27;11,782;331,80;48,47;
88,28;11,783;331,80;48,47;
88,28;11,783;331,90;48,49;
88,29;11,784;332,00;48,50;
88,29;11,785;331,30;48,40;
88,29;11,785;331,50;48,43;
88,30;11,786;331,10;48,37;
88,31;11,786;330,10;48,22;
88,31;11,788;329,40;48,12;
88,32;11,788;329,60;48,15;
88,32;11,788;328,60;48,01;
88,32;11,790;328,90;48,05;
88,33;11,790;329,90;48,20;
88,33;11,790;329,90;48,20;
88,34;11,791;331,00;48,36;
88,35;11,792;331,80;48,47;
88,35;11,792;331,80;48,47;
88,36;11,793;331,80;48,47;
88,36;11,794;331,60;48,44;
88,36;11,795;331,30;48,40;
88,37;11,795;330,90;48,34;
88,38;11,796;331,00;48,36;
88,38;11,797;330,90;48,34;
88,39;11,797;330,50;48,28;
88,39;11,798;330,70;48,31;
88,39;11,799;330,40;48,27;
88,40;11,799;330,10;48,22;
88,40;11,800;330,40;48,27;
88,41;11,800;330,40;48,27;
88,42;11,801;330,90;48,34;
88,42;11,802;331,20;48,39;
88,43;11,802;332,00;48,50;
88,43;11,803;332,40;48,56;
88,43;11,804;331,90;48,49;
88,44;11,804;331,50;48,43;
88,44;11,805;330,90;48,34;
88,45;11,806;330,70;48,31;
88,46;11,807;331,30;48,40;
88,46;11,807;332,30;48,55;
88,46;11,808;332,50;48,58;
88,47;11,809;332,50;48,58;
88,47;11,809;332,00;48,50;
88,48;11,810;331,60;48,44;
88,49;11,811;330,70;48,31;
88,49;11,811;330,70;48,31;
88,50;11,812;331,80;48,47;
88,50;11,813;331,80;48,47;
88,50;11,813;332,70;48,60;
88,51;11,814;332,70;48,60;
88,51;11,814;332,40;48,56;
88,52;11,815;332,80;48,62;
88,53;11,816;333,00;48,65;
88,53;11,816;332,10;48,52;
88,54;11,817;331,60;48,44;
88,54;11,818;331,00;48,36;
88,54;11,818;329,60;48,15;
88,55;11,819;330,20;48,24;
88,56;11,820;330,30;48,25;
88,56;11,821;330,50;48,28;
88,57;11,821;331,40;48,41;
88,57;11,822;331,30;48,40;
88,57;11,823;331,50;48,43;
88,58;11,823;331,30;48,40;
88,58;11,824;331,70;48,46;
88,59;11,825;332,30;48,55;
88,60;11,825;332,10;48,52;
88,60;11,826;332,20;48,53;
88,61;11,826;332,30;48,55;
88,61;11,827;332,30;48,55;
88,61;11,828;332,30;48,55;
88,62;11,828;332,00;48,50;
88,63;11,829;331,80;48,47;
88,63;11,830;331,50;48,43;
88,64;11,830;331,00;48,36;
88,64;11,831;331,40;48,41;
88,64;11,832;331,20;48,39;
88,65;11,833;330,60;48,30;
88,65;11,833;330,80;48,33;
88,66;11,834;331,70;48,46;
88,67;11,835;332,30;48,55;
88,67;11,835;333,00;48,65;
88,68;11,836;333,30;48,69;
88,68;11,837;332,60;48,59;
88,68;11,837;332,20;48,53;
88,69;11,838;331,70;48,46;
88,69;11,839;331,80;48,47;
88,70;11,840;331,90;48,49;
88,71;11,840;332,20;48,53;
88,71;11,840;332,90;48,63;
88,71;11,841;332,80;48,62;
88,72;11,842;332,60;48,59;
88,72;11,842;332,20;48,53;
88,73;11,843;331,60;48,44;
88,74;11,844;331,50;48,43;
88,74;11,844;331,30;48,40;
88,75;11,845;331,40;48,41;
88,75;11,846;331,70;48,46;
88,75;11,847;332,10;48,52;
88,76;11,847;332,50;48,58;
88,76;11,848;332,50;48,58;
88,77;11,849;332,20;48,53;
88,78;11,849;332,30;48,55;
88,78;11,850;331,60;48,44;
88,79;11,851;331,80;48,47;
88,79;11,851;331,80;48,47;
88,79;11,852;331,00;48,36;
88,80;11,852;331,50;48,43;
88,81;11,853;331,20;48,39;
88,81;11,854;331,40;48,41;
88,82;11,854;331,60;48,44;
88,82;11,855;331,40;48,41;
88,82;11,856;331,30;48,40;
88,83;11,856;331,70;48,46;
88,83;11,857;332,00;48,50;
88,84;11,858;332,50;48,58;
88,85;11,858;332,80;48,62;
88,85;11,859;332,10;48,52;
88,86;11,860;332,40;48,56;
88,86;11,861;332,80;48,62;
88,86;11,861;332,40;48,56;
88,87;11,862;332,30;48,55;
88,88;11,863;331,90;48,49;
88,88;11,863;331,20;48,39;
88,89;11,864;331,60;48,44;
88,89;11,865;332,10;48,52;
88,89;11,865;331,40;48,41;
88,90;11,866;331,20;48,39;
88,90;11,866;330,90;48,34;
88,91;11,867;330,80;48,33;
88,92;11,868;331,40;48,41;
88,92;11,868;331,70;48,46;
88,93;11,869;331,60;48,44;
88,93;11,870;331,50;48,43;
88,93;11,870;331,90;48,49;
88,94;11,871;331,90;48,49;
88,94;11,872;332,40;48,56;
88,95;11,873;333,30;48,69;
88,96;11,873;333,50;48,72;
88,96;11,874;333,80;48,77;
88,96;11,875;334,00;48,79;
88,97;11,875;333,50;48,72;
88,97;11,876;333,50;48,72;
88,98;11,877;332,60;48,59;
88,99;11,877;332,60;48,59;
88,99;11,878;332,80;48,62;
89,00;11,878;332,40;48,56;
89,00;11,880;333,30;48,69;
89,00;11,880;333,00;48,65;
89,01;11,880;332,30;48,55;
89,01;11,882;332,40;48,56;
89,02;11,882;332,20;48,53;
89,03;11,882;332,00;48,50;
89,03;11,884;332,60;48,59;
89,04;11,884;332,50;48,58;
89,04;11,884;333,00;48,65;
89,04;11,885;333,40;48,71;
89,05;11,886;332,90;48,63;
89,06;11,887;333,10;48,66;
89,06;11,887;332,10;48,52;
89,07;11,888;332,10;48,52;
89,07;11,889;332,20;48,53;
89,07;11,889;332,50;48,58;
89,08;11,890;333,20;48,68;
89,08;11,891;333,00;48,65;
89,09;11,892;332,40;48,56;
89,10;11,892;332,00;48,50;
89,10;11,892;331,00;48,36;
89,11;11,894;331,10;48,37;
89,11;11,894;331,30;48,40;
89,11;11,894;332,10;48,52;
89,12;11,896;333,10;48,66;
89,13;11,896;333,10;48,66;
89,13;11,896;333,60;48,74;
89,14;11,898;332,80;48,62;
89,14;11,898;332,40;48,56;
89,14;11,899;332,20;48,53;
89,15;11,899;331,80;48,47;
89,15;11,900;332,50;48,58;
89,16;11,901;332,30;48,55;
89,17;11,901;332,10;48,52;
89,17;11,902;332,10;48,52;
89,18;11,903;331,60;48,44;
89,18;11,903;332,10;48,52;
89,18;11,904;332,00;48,50;
89,19;11,905;332,20;48,53;
89,19;11,906;332,20;48,53;
89,20;11,906;331,70;48,46;
89,21;11,906;332,20;48,53;
89,21;11,908;332,10;48,52;
89,21;11,908;332,50;48,58;
89,22;11,908;332,70;48,60;
89,22;11,909;332,40;48,56;
89,23;11,910;332,60;48,59;
89,24;11,910;332,40;48,56;
89,24;11,911;331,90;48,49;
89,25;11,912;332,10;48,52;
89,25;11,913;332,50;48,58;
89,25;11,913;332,60;48,59;
89,26;11,914;332,80;48,62;
89,26;11,915;333,20;48,68;
89,27;11,915;332,80;48,62;
89,28;11,916;333,00;48,65;
89,28;11,917;333,20;48,68;
89,29;11,917;332,80;48,62;
89,29;11,918;333,20;48,68;
89,29;11,918;333,20;48,68;
89,30;11,920;333,40;48,71;
89,31;11,920;333,50;48,72;
89,31;11,920;333,10;48,66;
89,32;11,922;332,20;48,53;
89,32;11,922;332,50;48,58;
89,32;11,922;332,90;48,63;
89,33;11,924;332,70;48,60;
89,33;11,924;333,30;48,69;
89,34;11,925;332,60;48,59;
89,35;11,925;332,10;48,52;
89,35;11,926;332,40;48,56;
89,36;11,927;332,00;48,50;
89,36;11,927;332,40;48,56;
89,36;11,928;332,70;48,60;
89,37;11,929;332,90;48,63;
