
Zeit;Weg;Kraft;Biegespannung;
78.02;10.415;371.70;54.30;
78.03;10.417;372.00;54.35;
78.03;10.417;371.90;54.33;
78.04;10.417;372.00;54.35;
78.04;10.418;372.40;54.40;
78.04;10.419;371.40;54.26;
78.05;10.420;372.10;54.36;
78.06;10.420;371.30;54.24;
78.06;10.421;370.50;54.13;
78.07;10.422;371.50;54.27;
78.07;10.422;371.40;54.26;
78.07;10.423;372.70;54.45;
78.08;10.424;373.60;54.58;
78.08;10.425;373.70;54.59;
78.09;10.425;373.40;54.55;
78.10;10.425;372.60;54.43;
78.10;10.427;372.80;54.46;
78.11;10.427;373.00;54.49;
78.11;10.427;373.20;54.52;
78.11;10.429;373.40;54.55;
78.12;10.429;372.80;54.46;
78.13;10.429;371.90;54.33;
78.13;10.431;372.20;54.38;
78.14;10.431;372.70;54.45;
78.14;10.432;372.70;54.45;
78.14;10.432;373.10;54.51;
78.15;10.433;372.60;54.43;
78.15;10.434;372.40;54.40;
78.16;10.434;372.60;54.43;
78.17;10.435;372.50;54.42;
78.17;10.436;372.60;54.43;
78.18;10.436;372.90;54.48;
78.18;10.437;373.00;54.49;
78.18;10.438;373.00;54.49;
78.19;10.439;373.40;54.55;
78.19;10.439;373.40;54.55;
78.20;10.439;373.70;54.59;
78.21;10.441;373.90;54.62;
78.21;10.441;373.60;54.58;
78.21;10.441;373.80;54.61;
78.22;10.443;373.10;54.51;
78.22;10.443;373.10;54.51;
78.23;10.443;373.10;54.51;
78.24;10.444;373.20;54.52;
78.24;10.445;373.60;54.58;
78.25;10.446;373.50;54.57;
78.25;10.446;373.70;54.59;
78.25;10.447;373.40;54.55;
78.26;10.448;373.30;54.54;
78.26;10.448;373.30;54.54;
78.27;10.449;372.90;54.48;
78.28;10.450;373.30;54.54;
78.28;10.450;372.80;54.46;
78.29;10.451;372.80;54.46;
78.29;10.451;373.20;54.52;
78.29;10.453;373.40;54.55;
78.30;10.453;374.00;54.64;
78.31;10.453;374.00;54.64;
78.31;10.455;374.20;54.67;
78.32;10.455;373.50;54.57;
78.32;10.455;373.90;54.62;
78.32;10.457;374.70;54.74;
78.33;10.457;374.90;54.77;
78.33;10.458;374.60;54.73;
78.34;10.458;374.30;54.68;
78.35;10.459;374.00;54.64;
78.35;10.460;373.50;54.57;
78.36;10.460;374.10;54.65;
78.36;10.461;374.40;54.70;
78.36;10.462;373.70;54.59;
78.37;10.462;374.20;54.67;
78.38;10.463;373.80;54.61;
78.38;10.464;374.30;54.68;
78.39;10.465;374.50;54.71;
78.39;10.465;374.90;54.77;
78.39;10.465;375.00;54.78;
78.40;10.467;374.80;54.76;
78.40;10.467;375.30;54.83;
78.41;10.467;374.60;54.73;
78.42;10.469;374.70;54.74;
78.42;10.469;374.20;54.67;
78.43;10.469;374.30;54.68;
78.43;10.470;374.90;54.77;
78.43;10.471;374.80;54.76;
78.44;10.472;374.80;54.76;
78.44;10.472;374.40;54.70;
78.45;10.473;374.70;54.74;
78.46;10.474;374.60;54.73;
78.46;10.474;375.40;54.84;
78.46;10.475;375.90;54.92;
78.47;10.476;374.70;54.74;
78.47;10.476;375.10;54.80;
78.48;10.477;374.90;54.77;
78.49;10.477;375.30;54.83;
78.49;10.479;375.90;54.92;
78.50;10.479;375.60;54.87;
78.50;10.479;375.30;54.83;
78.50;10.481;374.70;54.74;
78.51;10.481;374.20;54.67;
78.51;10.481;374.30;54.68;
78.52;10.483;374.30;54.68;
78.53;10.483;374.30;54.68;
78.53;10.484;375.00;54.78;
78.54;10.484;375.00;54.78;
78.54;10.485;375.10;54.80;
78.54;10.486;375.40;54.84;
78.55;10.486;375.00;54.78;
78.56;10.487;375.20;54.81;
78.56;10.488;374.90;54.77;
78.57;10.488;374.80;54.76;
78.57;10.489;375.10;54.80;
78.57;10.490;375.40;54.84;
78.58;10.491;375.50;54.86;
78.58;10.491;375.40;54.84;
78.59;10.492;375.60;54.87;
78.60;10.493;375.40;54.84;
78.60;10.493;375.80;54.90;
78.61;10.494;375.50;54.86;
78.61;10.495;375.00;54.78;
78.61;10.495;374.50;54.71;
78.62;10.496;374.70;54.74;
78.63;10.497;374.70;54.74;
78.63;10.497;375.50;54.86;
78.64;10.498;375.90;54.92;
78.64;10.498;374.90;54.77;
78.64;10.499;375.10;54.80;
78.65;10.500;374.90;54.77;
78.65;10.500;374.80;54.76;
78.66;10.501;375.50;54.86;
78.67;10.502;374.80;54.76;
78.67;10.502;374.80;54.76;
78.68;10.503;375.00;54.78;
78.68;10.504;375.00;54.78;
78.68;10.505;375.70;54.89;
78.69;10.505;375.70;54.89;
78.69;10.506;375.80;54.90;
78.70;10.507;375.90;54.92;
78.71;10.507;376.10;54.95;
78.71;10.508;375.90;54.92;
78.71;10.509;375.30;54.83;
78.72;10.509;375.30;54.83;
78.72;10.510;375.40;54.84;
78.73;10.510;376.00;54.93;
78.74;10.511;376.40;54.99;
78.74;10.512;376.00;54.93;
78.75;10.512;375.80;54.90;
78.75;10.513;375.50;54.86;
78.75;10.514;375.20;54.81;
78.76;10.514;375.40;54.84;
78.76;10.515;375.20;54.81;
78.77;10.516;375.00;54.78;
78.78;10.517;376.00;54.93;
78.78;10.517;375.60;54.87;
78.79;10.518;375.50;54.86;
78.79;10.519;375.50;54.86;
78.79;10.519;375.20;54.81;
78.80;10.520;375.80;54.90;
78.81;10.521;376.10;54.95;
78.81;10.521;376.10;54.95;
78.82;10.522;375.60;54.87;
78.82;10.523;375.40;54.84;
78.82;10.523;375.20;54.81;
78.83;10.524;375.70;54.89;
78.83;10.524;375.90;54.92;
78.84;10.525;376.00;54.93;
78.85;10.526;375.90;54.92;
78.85;10.526;375.30;54.83;
78.86;10.527;375.60;54.87;
78.86;10.528;375.30;54.83;
78.86;10.528;375.80;54.90;
78.87;10.529;376.00;54.93;
78.88;10.530;375.70;54.89;
78.88;10.531;376.40;54.99;
78.89;10.531;376.50;55.00;
78.89;10.532;377.00;55.08;
78.89;10.533;376.60;55.02;
78.90;10.533;376.60;55.02;
78.90;10.534;376.70;55.03;
78.91;10.535;376.80;55.05;
78.92;10.535;377.30;55.12;
78.92;10.536;377.40;55.14;
78.93;10.536;377.20;55.11;
78.93;10.537;376.60;55.02;
78.93;10.538;376.70;55.03;
78.94;10.538;375.70;54.89;
78.94;10.539;375.90;54.92;
78.95;10.540;376.40;54.99;
78.96;10.540;376.20;54.96;
78.96;10.541;376.90;55.06;
78.96;10.542;376.10;54.95;
78.97;10.542;376.00;54.93;
78.97;10.543;376.20;54.96;
78.98;10.544;376.30;54.97;
78.99;10.545;377.80;55.19;
78.99;10.545;377.90;55.21;
79.00;10.546;377.60;55.16;
79.00;10.547;377.70;55.18;
79.00;10.547;376.90;55.06;
79.01;10.548;376.90;55.06;
79.01;10.549;377.40;55.14;
79.02;10.549;377.50;55.15;
79.03;10.550;376.80;55.05;
79.03;10.550;376.20;54.96;
79.04;10.551;376.00;54.93;
79.04;10.552;376.40;54.99;
79.04;10.552;377.30;55.12;
79.05;10.553;377.50;55.15;
79.06;10.554;377.30;55.12;
79.06;10.554;377.00;55.08;
79.07;10.555;376.90;55.06;
79.07;10.556;377.00;55.08;
79.07;10.557;377.50;55.15;
79.08;10.557;377.60;55.16;
79.08;10.558;377.10;55.09;
79.09;10.559;377.10;55.09;
79.10;10.559;376.50;55.00;
79.10;10.560;377.00;55.08;
79.11;10.561;376.80;55.05;
79.11;10.561;377.00;55.08;
79.11;10.562;377.50;55.15;
79.12;10.563;376.70;55.03;
79.13;10.563;377.20;55.11;
79.13;10.564;377.60;55.16;
79.14;10.564;378.20;55.25;
79.14;10.565;378.50;55.30;
79.14;10.566;378.20;55.25;
79.15;10.566;378.50;55.30;
79.15;10.567;377.50;55.15;
79.16;10.568;377.10;55.09;
79.17;10.568;377.30;55.12;
79.17;10.569;376.80;55.05;
79.18;10.570;377.20;55.11;
79.18;10.571;377.50;55.15;
79.18;10.571;377.30;55.12;
79.19;10.572;378.30;55.27;
79.19;10.573;378.20;55.25;
79.20;10.573;378.20;55.25;
79.21;10.574;378.50;55.30;
79.21;10.575;377.50;55.15;
79.21;10.575;377.10;55.09;
79.22;10.576;376.70;55.03;
79.22;10.576;376.30;54.97;
79.23;10.577;376.50;55.00;
79.24;10.578;376.20;54.96;
79.24;10.578;376.70;55.03;
79.25;10.579;377.20;55.11;
79.25;10.580;377.40;55.14;
79.25;10.580;377.90;55.21;
79.26;10.581;377.90;55.21;
79.26;10.582;377.70;55.18;
79.27;10.583;377.20;55.11;
79.28;10.583;377.10;55.09;
79.28;10.584;377.20;55.11;
79.29;10.585;377.10;55.09;
79.29;10.585;377.30;55.12;
79.29;10.586;377.70;55.18;
79.30;10.587;378.10;55.24;
79.31;10.587;378.60;55.31;
79.31;10.588;379.10;55.38;
79.32;10.589;379.00;55.37;
79.32;10.589;379.00;55.37;
79.32;10.590;378.40;55.28;
79.33;10.590;378.40;55.28;
79.33;10.591;378.60;55.31;
79.34;10.592;378.80;55.34;
79.35;10.592;378.40;55.28;
79.35;10.593;378.50;55.30;
79.36;10.594;378.30;55.27;
79.36;10.594;378.10;55.24;
79.36;10.595;379.30;55.41;
79.37;10.596;379.20;55.40;
79.38;10.597;379.50;55.44;
79.38;10.597;379.50;55.44;
79.39;10.598;378.70;55.33;
79.39;10.599;378.80;55.34;
79.39;10.599;378.40;55.28;
79.40;10.600;378.40;55.28;
79.40;10.601;378.30;55.27;
79.41;10.601;377.30;55.12;
79.42;10.602;377.80;55.19;
79.42;10.602;378.00;55.22;
79.43;10.603;378.20;55.25;
79.43;10.604;379.10;55.38;
79.43;10.604;379.10;55.38;
79.44;10.605;378.90;55.35;
79.44;10.606;379.60;55.46;
79.45;10.606;379.40;55.43;
79.46;10.607;379.60;55.46;
79.46;10.608;379.30;55.41;
79.46;10.608;378.60;55.31;
79.47;10.609;378.90;55.35;
79.47;10.610;378.80;55.34;
79.48;10.611;378.80;55.34;
79.49;10.611;379.00;55.37;
79.49;10.612;378.70;55.33;
79.50;10.613;378.80;55.34;
79.50;10.613;378.10;55.24;
79.50;10.614;378.10;55.24;
79.51;10.615;378.60;55.31;
79.51;10.615;378.40;55.28;
79.52;10.616;379.30;55.41;
79.53;10.616;379.20;55.40;
79.53;10.617;379.30;55.41;
79.54;10.618;379.30;55.41;
79.54;10.618;379.50;55.44;
79.54;10.619;379.70;55.47;
79.55;10.620;379.20;55.40;
79.56;10.620;379.50;55.44;
79.56;10.621;379.10;55.38;
79.57;10.622;379.20;55.40;
79.57;10.623;379.30;55.41;
79.57;10.623;378.70;55.33;
79.58;10.624;378.80;55.34;
79.58;10.625;379.20;55.40;
79.59;10.625;379.20;55.40;
79.60;10.626;379.40;55.43;
79.60;10.627;379.30;55.41;
79.61;10.627;379.10;55.38;
79.61;10.628;379.00;55.37;
79.61;10.628;379.30;55.41;
79.62;10.629;379.90;55.50;
79.63;10.630;380.00;55.51;
79.63;10.630;380.10;55.53;
79.64;10.631;380.40;55.57;
79.64;10.632;379.60;55.46;
79.64;10.632;379.60;55.46;
79.65;10.633;379.60;55.46;
79.65;10.634;379.00;55.37;
79.66;10.634;379.30;55.41;
79.67;10.635;378.40;55.28;
79.67;10.636;378.50;55.30;
79.68;10.637;378.20;55.25;
79.68;10.637;378.10;55.24;
79.68;10.637;378.80;55.34;
79.69;10.639;378.90;55.35;
79.69;10.639;379.60;55.46;
79.70;10.640;380.20;55.54;
79.71;10.641;380.10;55.53;
79.71;10.641;379.60;55.46;
79.71;10.642;379.30;55.41;
79.72;10.642;379.20;55.40;
79.72;10.643;379.30;55.41;
79.73;10.644;379.60;55.46;
79.74;10.644;380.10;55.53;
79.74;10.645;379.70;55.47;
79.75;10.646;379.80;55.49;
79.75;10.646;380.40;55.57;
79.75;10.647;379.50;55.44;
79.76;10.648;380.00;55.51;
79.76;10.649;379.60;55.46;
79.77;10.649;379.30;55.41;
79.78;10.649;379.80;55.49;
79.78;10.651;379.20;55.40;
79.79;10.651;379.80;55.49;
79.79;10.651;379.50;55.44;
79.79;10.653;379.60;55.46;
79.80;10.653;380.20;55.54;
79.81;10.653;380.00;55.51;
79.81;10.655;380.40;55.57;
79.82;10.655;380.80;55.63;
79.82;10.656;380.60;55.60;
79.82;10.656;380.60;55.60;
79.83;10.657;380.30;55.56;
79.83;10.658;380.20;55.54;
79.84;10.658;380.70;55.62;
79.85;10.659;381.50;55.73;
79.85;10.660;381.60;55.75;
79.86;10.660;380.80;55.63;
79.86;10.661;379.90;55.50;
79.86;10.661;379.20;55.40;
79.87;10.663;379.60;55.46;
79.88;10.663;380.40;55.57;
79.88;10.663;380.20;55.54;
79.89;10.665;380.60;55.60;
79.89;10.665;380.20;55.54;
79.89;10.665;380.10;55.53;
79.90;10.667;380.80;55.63;
79.90;10.667;381.00;55.66;
79.91;10.667;381.60;55.75;
79.92;10.668;381.50;55.73;
79.92;10.669;381.30;55.70;
79.93;10.670;381.00;55.66;
79.93;10.670;380.80;55.63;
79.93;10.671;380.50;55.59;
79.94;10.672;380.40;55.57;
79.94;10.672;379.80;55.49;
79.95;10.673;379.70;55.47;
79.96;10.674;380.10;55.53;
79.96;10.675;380.20;55.54;
79.96;10.675;381.40;55.72;
79.97;10.676;382.10;55.82;
79.97;10.677;381.40;55.72;
79.98;10.677;381.60;55.75;
79.99;10.678;380.90;55.65;
79.99;10.679;380.40;55.57;
80.00;10.679;381.30;55.70;
80.00;10.679;381.50;55.73;
80.00;10.681;381.10;55.68;
80.01;10.681;380.10;55.53;
80.01;10.682;380.10;55.53;
80.02;10.682;380.50;55.59;
80.03;10.683;381.10;55.68;
80.03;10.684;382.70;55.91;
80.04;10.684;382.80;55.92;
80.04;10.685;382.30;55.85;
80.04;10.686;382.30;55.85;
80.05;10.686;380.80;55.63;
80.06;10.687;380.60;55.60;
80.06;10.688;380.50;55.59;
80.07;10.689;380.30;55.56;
80.07;10.689;381.10;55.68;
80.07;10.690;380.70;55.62;
80.08;10.691;380.80;55.63;
80.08;10.691;380.50;55.59;
80.09;10.691;381.00;55.66;
80.10;10.693;380.10;55.53;
80.10;10.693;379.90;55.50;
80.11;10.694;380.60;55.60;
80.11;10.694;380.20;55.54;
80.11;10.695;381.40;55.72;
80.12;10.696;381.50;55.73;
80.13;10.696;381.10;55.68;
80.13;10.697;380.80;55.63;
80.14;10.698;380.70;55.62;
80.14;10.698;380.80;55.63;
80.14;10.699;381.60;55.75;
80.15;10.700;381.30;55.70;
80.15;10.700;380.80;55.63;
80.16;10.701;381.20;55.69;
80.17;10.701;381.10;55.68;
80.17;10.703;381.40;55.72;
80.18;10.703;382.10;55.82;
80.18;10.703;382.80;55.92;
80.18;10.705;382.40;55.87;
80.19;10.705;382.70;55.91;
80.19;10.705;382.50;55.88;
80.20;10.707;382.30;55.85;
80.21;10.707;383.10;55.97;
80.21;10.708;383.30;56.00;
80.21;10.708;382.60;55.89;
80.22;10.709;382.20;55.84;
80.22;10.710;382.10;55.82;
80.23;10.710;382.20;55.84;
80.24;10.711;383.00;55.95;
80.24;10.712;382.20;55.84;
80.25;10.712;382.40;55.87;
80.25;10.713;382.10;55.82;
80.25;10.714;381.80;55.78;
80.26;10.715;382.40;55.87;
80.26;10.715;381.60;55.75;
80.27;10.715;381.80;55.78;
80.28;10.717;382.00;55.81;
80.28;10.717;381.80;55.78;
80.29;10.717;381.70;55.76;
80.29;10.719;381.90;55.79;
80.29;10.719;381.60;55.75;
80.30;10.719;381.70;55.76;
80.31;10.720;381.70;55.76;
80.31;10.721;381.30;55.70;
80.32;10.722;382.50;55.88;
80.32;10.722;382.80;55.92;
80.32;10.723;382.20;55.84;
80.33;10.724;382.00;55.81;
80.33;10.724;381.50;55.73;
80.34;10.725;381.30;55.70;
80.35;10.726;382.30;55.85;
80.35;10.726;383.70;56.06;
80.36;10.727;383.40;56.01;
80.36;10.727;383.00;55.95;
80.36;10.729;382.60;55.89;
80.37;10.729;381.70;55.76;
80.38;10.729;381.40;55.72;
80.38;10.731;382.10;55.82;
80.39;10.731;382.20;55.84;
80.39;10.731;381.70;55.76;
80.39;10.733;382.20;55.84;
80.40;10.733;381.80;55.78;
80.40;10.734;381.90;55.79;
80.41;10.734;383.10;55.97;
80.42;10.735;383.10;55.97;
80.42;10.736;383.80;56.07;
80.43;10.736;383.70;56.06;
80.43;10.737;382.90;55.94;
80.43;10.738;382.70;55.91;
80.44;10.738;381.90;55.79;
80.44;10.739;382.20;55.84;
80.45;10.740;382.90;55.94;
80.46;10.741;383.50;56.03;
80.46;10.741;384.20;56.13;
80.46;10.742;384.30;56.14;
80.47;10.743;383.30;56.00;
80.47;10.743;382.80;55.92;
80.48;10.744;383.10;55.97;
80.49;10.745;382.90;55.94;
80.49;10.745;383.50;56.03;
80.50;10.746;383.50;56.03;
80.50;10.747;383.40;56.01;
80.50;10.747;384.20;56.13;
80.51;10.748;384.40;56.16;
80.51;10.748;384.30;56.14;
80.52;10.749;384.20;56.13;
80.53;10.750;383.60;56.04;
80.53;10.750;383.30;56.00;
80.54;10.751;383.60;56.04;
80.54;10.752;383.40;56.01;
80.54;10.752;383.60;56.04;
80.55;10.753;384.00;56.10;
80.56;10.754;384.00;56.10;
80.56;10.755;384.20;56.13;
80.57;10.755;383.50;56.03;
80.57;10.756;383.00;55.95;
80.57;10.757;382.90;55.94;
80.58;10.757;382.90;55.94;
80.58;10.758;383.50;56.03;
80.59;10.759;383.70;56.06;
80.60;10.759;384.20;56.13;
80.60;10.760;384.20;56.13;
80.61;10.760;383.50;56.03;
80.61;10.761;383.20;55.98;
80.61;10.762;382.90;55.94;
80.62;10.762;382.60;55.89;
80.63;10.763;383.30;56.00;
80.63;10.764;384.50;56.17;
80.64;10.764;384.40;56.16;
80.64;10.765;383.80;56.07;
80.64;10.766;383.10;55.97;
80.65;10.767;382.50;55.88;
80.65;10.767;383.10;55.97;
80.66;10.768;384.00;56.10;
80.67;10.769;384.70;56.20;
80.67;10.769;384.60;56.19;
80.68;10.770;384.20;56.13;
80.68;10.771;384.40;56.16;
80.68;10.771;383.90;56.08;
80.69;10.772;384.10;56.11;
80.69;10.773;384.10;56.11;
80.70;10.773;383.90;56.08;
80.71;10.774;384.50;56.17;
80.71;10.774;384.90;56.23;
80.71;10.775;385.00;56.25;
80.72;10.776;384.30;56.14;
80.72;10.776;383.60;56.04;
80.73;10.777;383.30;56.00;
80.74;10.778;382.80;55.92;
80.74;10.778;383.50;56.03;
80.75;10.779;383.90;56.08;
80.75;10.780;383.50;56.03;
80.75;10.781;384.40;56.16;
80.76;10.781;384.30;56.14;
80.76;10.782;384.60;56.19;
80.77;10.783;384.80;56.22;
80.78;10.783;384.90;56.23;
80.78;10.784;385.50;56.32;
80.79;10.785;384.90;56.23;
80.79;10.785;385.30;56.29;
80.79;10.786;385.40;56.30;
80.80;10.786;385.20;56.27;
80.81;10.787;385.80;56.36;
80.81;10.788;385.90;56.38;
80.82;10.788;385.00;56.25;
80.82;10.789;384.90;56.23;
80.82;10.790;384.80;56.22;
80.83;10.790;384.50;56.17;
80.83;10.791;384.80;56.22;
80.84;10.792;384.70;56.20;
80.85;10.792;384.50;56.17;
80.85;10.793;384.60;56.19;
80.86;10.794;384.40;56.16;
80.86;10.795;384.50;56.17;
80.86;10.795;384.70;56.20;
80.87;10.796;385.10;56.26;
80.88;10.797;386.00;56.39;
80.88;10.797;386.30;56.44;
80.89;10.798;386.20;56.42;
80.89;10.799;386.00;56.39;
80.89;10.799;385.50;56.32;
80.90;10.800;385.30;56.29;
80.90;10.800;385.60;56.33;
80.91;10.801;385.90;56.38;
80.92;10.802;385.70;56.35;
80.92;10.802;385.10;56.26;
80.93;10.803;384.40;56.16;
80.93;10.804;383.50;56.03;
80.93;10.804;383.80;56.07;
80.94;10.805;384.10;56.11;
80.94;10.806;384.90;56.23;
80.95;10.807;385.90;56.38;
80.96;10.807;385.90;56.38;
80.96;10.808;385.80;56.36;
80.96;10.809;385.40;56.30;
80.97;10.809;384.70;56.20;
80.97;10.810;385.00;56.25;
80.98;10.811;385.20;56.27;
80.99;10.811;385.70;56.35;
80.99;10.812;386.00;56.39;
81.00;10.813;386.10;56.41;
81.00;10.813;386.10;56.41;
81.00;10.814;385.80;56.36;
81.01;10.814;385.80;56.36;
81.01;10.815;385.80;56.36;
81.02;10.816;385.30;56.29;
81.03;10.816;385.10;56.26;
81.03;10.817;385.20;56.27;
81.04;10.818;384.90;56.23;
81.04;10.818;385.60;56.33;
81.04;10.819;385.70;56.35;
81.05;10.820;385.60;56.33;
81.06;10.821;385.10;56.26;
81.06;10.821;385.20;56.27;
81.07;10.822;385.10;56.26;
81.07;10.823;385.20;56.27;
81.07;10.823;385.70;56.35;
81.08;10.824;385.20;56.27;
81.08;10.825;385.30;56.29;
81.09;10.825;385.40;56.30;
81.10;10.826;384.90;56.23;
81.10;10.826;385.00;56.25;
81.11;10.827;384.90;56.23;
81.11;10.828;384.90;56.23;
81.11;10.828;385.10;56.26;
81.12;10.829;385.40;56.30;
81.13;10.830;385.90;56.38;
81.13;10.830;385.40;56.30;
81.14;10.831;385.50;56.32;
81.14;10.832;385.40;56.30;
81.14;10.833;385.30;56.29;
81.15;10.833;385.50;56.32;
81.15;10.834;386.10;56.41;
81.16;10.835;386.90;56.52;
81.17;10.835;386.90;56.52;
81.17;10.836;387.40;56.60;
81.18;10.837;387.00;56.54;
81.18;10.837;386.90;56.52;
81.18;10.838;387.10;56.55;
81.19;10.839;387.20;56.57;
81.19;10.839;386.90;56.52;
81.20;10.840;385.80;56.36;
81.21;10.840;385.30;56.29;
81.21;10.841;384.60;56.19;
81.21;10.842;385.40;56.30;
81.22;10.842;385.60;56.33;
81.22;10.843;386.50;56.46;
81.23;10.844;386.40;56.45;
81.24;10.844;386.30;56.44;
81.24;10.845;386.90;56.52;
81.25;10.846;386.30;56.44;
81.25;10.847;386.10;56.41;
81.25;10.847;386.20;56.42;
81.26;10.848;386.00;56.39;
81.26;10.849;386.00;56.39;
81.27;10.849;386.70;56.49;
81.28;10.850;386.20;56.42;
81.28;10.851;386.60;56.48;
81.29;10.851;386.50;56.46;
81.29;10.852;386.40;56.45;
81.29;10.852;386.50;56.46;
81.30;10.853;386.20;56.42;
81.31;10.854;385.80;56.36;
81.31;10.854;385.60;56.33;
81.32;10.855;385.70;56.35;
81.32;10.856;386.00;56.39;
81.32;10.856;386.30;56.44;
81.33;10.857;386.40;56.45;
81.33;10.858;386.40;56.45;
81.34;10.858;385.80;56.36;
81.35;10.859;386.20;56.42;
81.35;10.860;386.50;56.46;
81.36;10.861;386.40;56.45;
81.36;10.861;386.80;56.51;
81.36;10.862;387.10;56.55;
81.37;10.863;386.90;56.52;
81.38;10.863;386.80;56.51;
81.38;10.864;386.70;56.49;
81.39;10.865;386.00;56.39;
81.39;10.865;385.80;56.36;
81.39;10.866;386.20;56.42;
81.40;10.866;386.00;56.39;
81.40;10.867;386.30;56.44;
81.41;10.868;386.70;56.49;
81.42;10.868;386.40;56.45;
81.42;10.869;386.90;56.52;
81.43;10.870;387.40;56.60;
81.43;10.870;387.90;56.67;
81.43;10.871;387.80;56.65;
81.44;10.872;387.90;56.67;
81.44;10.873;387.70;56.64;
81.45;10.873;387.10;56.55;
81.46;10.874;387.60;56.63;
81.46;10.875;387.00;56.54;
81.46;10.875;386.60;56.48;
81.47;10.876;387.80;56.65;
81.47;10.877;388.20;56.71;
81.48;10.877;387.40;56.60;
81.49;10.878;386.70;56.49;
81.49;10.878;385.50;56.32;
81.50;10.879;385.00;56.25;
81.50;10.880;385.80;56.36;
81.50;10.880;387.10;56.55;
81.51;10.881;388.30;56.73;
81.51;10.882;388.80;56.80;
81.52;10.882;388.90;56.82;
81.53;10.883;389.00;56.83;
81.53;10.884;388.30;56.73;
81.54;10.884;388.20;56.71;
81.54;10.885;388.20;56.71;
81.54;10.885;387.70;56.64;
81.55;10.887;387.70;56.64;
81.56;10.887;386.70;56.49;
81.56;10.887;386.50;56.46;
81.57;10.889;386.70;56.49;
81.57;10.889;387.00;56.54;
81.57;10.889;387.90;56.67;
81.58;10.891;387.00;56.54;
81.58;10.891;386.40;56.45;
81.59;10.892;386.60;56.48;
81.60;10.892;386.00;56.39;
81.60;10.893;387.60;56.63;
81.61;10.894;387.90;56.67;
81.61;10.894;387.40;56.60;
81.61;10.895;387.60;56.63;
81.62;10.896;386.90;56.52;
81.63;10.896;387.20;56.57;
81.63;10.897;387.70;56.64;
81.64;10.898;387.60;56.63;
81.64;10.899;387.80;56.65;
81.64;10.899;387.80;56.65;
81.65;10.899;387.90;56.67;
81.65;10.901;388.60;56.77;
81.66;10.901;388.30;56.73;
81.67;10.901;388.20;56.71;
81.67;10.903;387.90;56.67;
81.68;10.903;386.80;56.51;
81.68;10.903;386.90;56.52;
81.68;10.905;385.60;56.33;
81.69;10.905;385.20;56.27;
81.69;10.906;386.10;56.41;
81.70;10.906;386.10;56.41;
81.71;10.907;387.30;56.58;
81.71;10.908;387.80;56.65;
81.71;10.908;387.90;56.67;
81.72;10.909;388.30;56.73;
81.72;10.910;388.40;56.74;
81.73;10.910;388.80;56.80;
81.74;10.911;389.70;56.93;
81.74;10.911;389.40;56.89;
81.75;10.913;389.10;56.84;
81.75;10.913;389.20;56.86;
81.75;10.913;388.20;56.71;
81.76;10.915;388.60;56.77;
81.76;10.915;388.80;56.80;
81.77;10.915;388.50;56.76;
81.78;10.917;388.50;56.76;
81.78;10.917;388.00;56.68;
81.79;10.917;388.50;56.76;
81.79;10.918;387.90;56.67;
81.79;10.919;388.20;56.71;
81.80;10.920;388.00;56.68;
81.81;10.920;388.00;56.68;
81.81;10.921;387.80;56.65;
81.82;10.922;387.10;56.55;
81.82;10.922;387.40;56.60;
81.82;10.923;387.50;56.61;
81.83;10.924;388.80;56.80;
81.83;10.925;389.00;56.83;
81.84;10.925;389.10;56.84;
81.85;10.925;388.40;56.74;
81.85;10.927;387.60;56.63;
81.86;10.927;387.70;56.64;
81.86;10.927;387.60;56.63;
81.86;10.929;387.80;56.65;
81.87;10.929;388.00;56.68;
81.88;10.929;388.10;56.70;
81.88;10.931;388.10;56.70;
81.89;10.931;387.70;56.64;
81.89;10.932;387.40;56.60;
81.89;10.932;387.80;56.65;
81.90;10.933;388.70;56.79;
81.90;10.934;389.00;56.83;
81.91;10.934;389.80;56.95;
81.92;10.935;389.80;56.95;
81.92;10.936;389.00;56.83;
81.93;10.936;388.80;56.80;
81.93;10.937;388.50;56.76;
81.93;10.938;388.70;56.79;
81.94;10.939;389.60;56.92;
81.94;10.939;390.30;57.02;
81.95;10.939;391.00;57.12;
81.96;10.941;390.20;57.01;
81.96;10.941;389.70;56.93;
81.96;10.941;389.50;56.90;
81.97;10.943;389.20;56.86;
81.97;10.943;390.00;56.98;
81.98;10.943;390.30;57.02;
81.99;10.944;390.40;57.03;
81.99;10.945;390.10;56.99;
82.00;10.946;389.70;56.93;
82.00;10.946;389.20;56.86;
82.00;10.947;388.70;56.79;
82.01;10.948;388.50;56.76;
82.01;10.948;388.80;56.80;
82.02;10.949;389.60;56.92;
82.03;10.950;389.40;56.89;
82.03;10.950;389.10;56.84;
82.04;10.951;389.40;56.89;
82.04;10.952;388.50;56.76;
82.04;10.953;388.70;56.79;
82.05;10.953;388.90;56.82;
82.06;10.953;388.20;56.71;
82.06;10.955;388.90;56.82;
82.07;10.955;388.90;56.82;
82.07;10.955;389.30;56.87;
82.07;10.957;389.30;56.87;
82.08;10.957;389.10;56.84;
82.08;10.958;389.60;56.92;
82.09;10.958;389.50;56.90;
82.10;10.959;390.10;56.99;
82.10;10.960;390.10;56.99;
82.11;10.960;389.70;56.93;
82.11;10.961;389.60;56.92;
82.11;10.962;389.70;56.93;
82.12;10.962;390.20;57.01;
82.13;10.963;390.90;57.11;
