
Zeit;Weg;Kraft;Biegespannung;
4.10;0.560;26.10;3.81;
4.11;0.561;26.40;3.86;
4.11;0.562;26.60;3.89;
4.11;0.562;26.20;3.83;
4.12;0.563;26.40;3.86;
4.13;0.563;26.50;3.87;
4.13;0.564;26.50;3.87;
4.14;0.564;26.10;3.81;
4.14;0.566;26.00;3.80;
4.14;0.566;26.70;3.90;
4.15;0.567;26.10;3.81;
4.16;0.567;26.20;3.83;
4.16;0.568;26.40;3.86;
4.16;0.568;25.50;3.73;
4.17;0.570;25.50;3.73;
4.18;0.570;25.70;3.75;
4.18;0.571;26.00;3.80;
4.18;0.572;25.80;3.77;
4.19;0.572;25.90;3.78;
4.20;0.572;26.20;3.83;
4.20;0.573;24.90;3.64;
4.20;0.574;25.50;3.73;
4.21;0.575;25.70;3.75;
4.22;0.576;25.30;3.70;
4.22;0.576;25.90;3.78;
4.22;0.576;25.60;3.74;
4.23;0.577;25.40;3.71;
4.24;0.578;25.30;3.70;
4.24;0.578;25.60;3.74;
4.24;0.580;26.10;3.81;
4.25;0.580;26.00;3.80;
4.26;0.581;26.40;3.86;
4.26;0.581;26.30;3.84;
4.26;0.582;26.40;3.86;
4.27;0.582;26.90;3.93;
4.28;0.584;26.40;3.86;
4.28;0.584;26.80;3.92;
4.28;0.585;26.50;3.87;
4.29;0.586;26.20;3.83;
4.30;0.586;26.80;3.92;
4.30;0.586;26.40;3.86;
4.30;0.587;26.10;3.81;
4.31;0.588;25.90;3.78;
4.32;0.589;26.30;3.84;
4.32;0.590;26.80;3.92;
4.32;0.590;27.80;4.06;
4.33;0.590;27.80;4.06;
4.34;0.591;27.90;4.08;
4.34;0.592;27.70;4.05;
4.34;0.592;27.70;4.05;
4.35;0.594;28.40;4.15;
4.36;0.594;27.50;4.02;
4.36;0.595;27.30;3.99;
4.36;0.595;26.70;3.90;
4.37;0.596;26.10;3.81;
4.38;0.596;26.80;3.92;
4.38;0.598;26.70;3.90;
4.39;0.598;26.90;3.93;
4.39;0.599;27.50;4.02;
4.39;0.600;27.20;3.97;
4.40;0.600;27.60;4.03;
4.41;0.600;27.90;4.08;
4.41;0.601;27.70;4.05;
4.41;0.602;28.30;4.13;
4.42;0.603;27.90;4.08;
4.43;0.604;27.20;3.97;
4.43;0.604;27.50;4.02;
4.43;0.604;27.10;3.96;
4.44;0.605;27.40;4.00;
4.45;0.606;27.90;4.08;
4.45;0.607;27.30;3.99;
4.45;0.608;27.00;3.94;
4.46;0.608;27.10;3.96;
4.47;0.609;27.30;3.99;
4.47;0.609;26.80;3.92;
4.47;0.610;27.50;4.02;
4.48;0.610;27.90;4.08;
4.49;0.612;27.40;4.00;
4.49;0.612;28.40;4.15;
4.49;0.613;27.90;4.08;
4.50;0.613;27.80;4.06;
4.51;0.614;28.20;4.12;
4.51;0.614;27.70;4.05;
4.51;0.615;27.40;4.00;
4.52;0.616;26.60;3.89;
4.53;0.617;25.70;3.75;
4.53;0.618;25.60;3.74;
4.53;0.618;26.10;3.81;
4.54;0.618;27.00;3.94;
4.55;0.619;27.30;3.99;
4.55;0.620;27.60;4.03;
4.55;0.621;27.40;4.00;
4.56;0.622;28.00;4.09;
4.57;0.622;28.60;4.18;
4.57;0.623;28.50;4.16;
4.57;0.623;28.50;4.16;
4.58;0.624;28.10;4.11;
4.59;0.624;27.50;4.02;
4.59;0.626;27.80;4.06;
4.59;0.626;27.90;4.08;
4.60;0.627;27.50;4.02;
4.61;0.627;27.90;4.08;
4.61;0.628;28.00;4.09;
4.61;0.628;28.10;4.11;
4.62;0.629;28.30;4.13;
4.63;0.630;28.00;4.09;
4.63;0.631;28.20;4.12;
4.64;0.632;28.30;4.13;
4.64;0.632;28.40;4.15;
4.64;0.632;29.30;4.28;
4.65;0.633;29.30;4.28;
4.66;0.634;29.10;4.25;
4.66;0.635;29.10;4.25;
4.66;0.635;28.20;4.12;
4.67;0.636;27.30;3.99;
4.68;0.637;27.60;4.03;
4.68;0.637;26.80;3.92;
4.68;0.638;27.20;3.97;
4.69;0.638;27.70;4.05;
4.70;0.639;28.10;4.11;
4.70;0.640;28.60;4.18;
4.70;0.641;29.40;4.30;
4.71;0.641;28.70;4.19;
4.72;0.642;27.70;4.05;
4.72;0.642;28.10;4.11;
4.72;0.643;27.60;4.03;
4.73;0.644;27.90;4.08;
4.74;0.645;29.10;4.25;
4.74;0.645;29.00;4.24;
4.74;0.646;29.10;4.25;
4.75;0.646;29.40;4.30;
4.76;0.647;29.20;4.27;
4.76;0.648;29.00;4.24;
4.76;0.649;28.30;4.13;
4.77;0.649;27.70;4.05;
4.78;0.650;26.80;3.92;
4.78;0.650;27.30;3.99;
4.78;0.651;27.90;4.08;
4.79;0.652;28.20;4.12;
4.80;0.652;28.80;4.21;
4.80;0.653;28.20;4.12;
4.80;0.654;27.90;4.08;
4.81;0.655;28.50;4.16;
4.82;0.655;28.70;4.19;
4.82;0.656;29.50;4.31;
4.82;0.656;29.90;4.37;
4.83;0.657;29.70;4.34;
4.84;0.658;29.40;4.30;
4.84;0.659;28.80;4.21;
4.84;0.659;28.90;4.22;
4.85;0.660;28.90;4.22;
4.86;0.660;29.00;4.24;
4.86;0.661;28.90;4.22;
4.86;0.662;28.70;4.19;
4.87;0.663;29.20;4.27;
4.88;0.663;29.20;4.27;
4.88;0.664;29.20;4.27;
4.89;0.664;29.20;4.27;
4.89;0.665;29.40;4.30;
4.89;0.666;29.40;4.30;
4.90;0.666;29.80;4.35;
4.91;0.667;30.30;4.43;
4.91;0.668;29.40;4.30;
4.91;0.669;29.50;4.31;
4.92;0.669;29.40;4.30;
4.93;0.670;29.00;4.24;
4.93;0.670;29.80;4.35;
4.93;0.671;29.20;4.27;
4.94;0.672;29.40;4.30;
4.95;0.673;29.30;4.28;
4.95;0.674;29.20;4.27;
4.95;0.674;29.60;4.32;
4.96;0.674;30.10;4.40;
4.97;0.675;30.00;4.38;
4.97;0.676;29.50;4.31;
4.97;0.677;29.80;4.35;
4.98;0.677;29.80;4.35;
4.99;0.678;29.40;4.30;
4.99;0.678;29.80;4.35;
4.99;0.679;29.40;4.30;
5.00;0.680;28.50;4.16;
5.01;0.680;29.40;4.30;
5.01;0.681;29.40;4.30;
5.01;0.682;29.90;4.37;
5.02;0.683;31.00;4.53;
5.03;0.683;30.30;4.43;
5.03;0.684;30.60;4.47;
5.03;0.684;29.90;4.37;
5.04;0.686;29.10;4.25;
5.05;0.686;29.10;4.25;
5.05;0.687;29.00;4.24;
5.05;0.687;29.60;4.32;
5.06;0.688;29.70;4.34;
5.07;0.688;29.70;4.34;
5.07;0.689;29.60;4.32;
5.07;0.690;29.80;4.35;
5.08;0.691;29.70;4.34;
5.09;0.692;30.80;4.50;
5.09;0.692;31.10;4.54;
5.09;0.692;31.30;4.57;
5.10;0.693;31.60;4.62;
5.11;0.694;30.30;4.43;
5.11;0.695;30.10;4.40;
5.11;0.695;30.00;4.38;
5.12;0.696;29.70;4.34;
5.13;0.697;29.90;4.37;
5.13;0.697;30.20;4.41;
5.14;0.698;30.30;4.43;
5.14;0.698;30.20;4.41;
5.14;0.699;30.40;4.44;
5.15;0.700;29.70;4.34;
5.16;0.701;29.40;4.30;
5.16;0.701;29.90;4.37;
5.16;0.702;30.00;4.38;
5.17;0.702;29.80;4.35;
5.18;0.703;29.60;4.32;
5.18;0.704;28.60;4.18;
5.18;0.705;29.00;4.24;
5.19;0.705;29.50;4.31;
5.20;0.706;29.20;4.27;
5.20;0.706;29.90;4.37;
5.20;0.707;29.60;4.32;
5.21;0.708;29.40;4.30;
5.22;0.709;30.20;4.41;
5.22;0.709;30.90;4.51;
5.22;0.710;31.10;4.54;
5.23;0.711;30.90;4.51;
5.24;0.711;30.80;4.50;
5.24;0.712;29.70;4.34;
5.24;0.712;29.90;4.37;
5.25;0.713;30.50;4.46;
5.26;0.714;30.40;4.44;
5.26;0.715;30.30;4.43;
5.26;0.715;30.30;4.43;
5.27;0.716;30.50;4.46;
5.28;0.716;30.30;4.43;
5.28;0.717;31.20;4.56;
5.28;0.718;31.00;4.53;
5.29;0.719;30.70;4.49;
5.30;0.719;30.60;4.47;
5.30;0.720;30.60;4.47;
5.30;0.720;30.50;4.46;
5.31;0.721;31.20;4.56;
5.32;0.722;31.80;4.65;
5.32;0.723;31.40;4.59;
5.32;0.723;31.70;4.63;
5.33;0.724;30.30;4.43;
5.34;0.725;30.00;4.38;
5.34;0.725;29.80;4.35;
5.34;0.726;29.80;4.35;
5.35;0.726;30.50;4.46;
5.36;0.727;30.90;4.51;
5.36;0.728;31.10;4.54;
5.36;0.729;31.40;4.59;
5.37;0.729;30.80;4.50;
5.38;0.730;30.50;4.46;
5.38;0.730;30.60;4.47;
5.39;0.731;29.90;4.37;
5.39;0.732;30.80;4.50;
5.39;0.733;31.30;4.57;
5.40;0.733;31.20;4.56;
5.41;0.734;31.00;4.53;
5.41;0.734;30.50;4.46;
5.41;0.735;30.00;4.38;
5.42;0.736;30.30;4.43;
5.43;0.737;30.90;4.51;
5.43;0.738;31.40;4.59;
5.43;0.738;31.60;4.62;
5.44;0.738;31.40;4.59;
5.45;0.739;31.30;4.57;
5.45;0.740;30.50;4.46;
5.45;0.740;30.70;4.49;
5.46;0.742;30.90;4.51;
5.47;0.742;30.50;4.46;
5.47;0.743;31.00;4.53;
5.47;0.743;31.40;4.59;
5.48;0.744;31.00;4.53;
5.49;0.744;31.90;4.66;
5.49;0.746;31.70;4.63;
5.49;0.746;31.20;4.56;
5.50;0.747;31.20;4.56;
5.51;0.747;31.10;4.54;
5.51;0.748;31.50;4.60;
5.51;0.748;31.30;4.57;
5.52;0.749;31.60;4.62;
5.53;0.750;31.70;4.63;
5.53;0.751;31.60;4.62;
5.53;0.751;31.80;4.65;
5.54;0.752;31.90;4.66;
5.55;0.752;31.80;4.65;
5.55;0.753;32.00;4.67;
5.55;0.754;32.50;4.75;
5.56;0.754;32.30;4.72;
5.57;0.755;32.00;4.67;
5.57;0.756;32.00;4.67;
5.57;0.757;32.00;4.67;
5.58;0.757;31.70;4.63;
5.59;0.758;31.40;4.59;
5.59;0.758;31.40;4.59;
5.59;0.759;30.40;4.44;
5.60;0.760;30.80;4.50;
5.61;0.761;31.40;4.59;
5.61;0.761;31.20;4.56;
5.61;0.762;31.80;4.65;
5.62;0.762;32.00;4.67;
5.63;0.763;32.70;4.78;
5.63;0.764;32.70;4.78;
5.64;0.765;32.70;4.78;
5.64;0.765;32.70;4.78;
5.64;0.766;31.80;4.65;
5.65;0.766;31.60;4.62;
5.66;0.767;32.50;4.75;
5.66;0.768;31.90;4.66;
5.66;0.768;32.50;4.75;
5.67;0.769;32.50;4.75;
5.68;0.770;31.70;4.63;
5.68;0.771;31.90;4.66;
5.68;0.771;31.60;4.62;
5.69;0.772;32.60;4.76;
5.70;0.772;32.70;4.78;
5.70;0.774;32.70;4.78;
5.70;0.774;32.50;4.75;
5.71;0.775;31.90;4.66;
5.72;0.775;32.10;4.69;
5.72;0.776;32.20;4.70;
5.72;0.776;32.20;4.70;
5.73;0.777;32.50;4.75;
5.74;0.778;32.70;4.78;
5.74;0.779;32.70;4.78;
5.74;0.779;32.70;4.78;
5.75;0.780;31.70;4.63;
5.76;0.780;31.30;4.57;
5.76;0.781;31.70;4.63;
5.76;0.782;31.70;4.63;
5.77;0.783;32.60;4.76;
5.78;0.783;32.20;4.70;
5.78;0.784;31.50;4.60;
5.78;0.785;32.00;4.67;
5.79;0.785;32.10;4.69;
5.80;0.786;33.10;4.84;
5.80;0.786;33.70;4.92;
5.80;0.788;33.80;4.94;
5.81;0.788;34.00;4.97;
5.82;0.789;33.30;4.86;
5.82;0.789;32.90;4.81;
5.82;0.790;32.00;4.67;
5.83;0.790;31.50;4.60;
5.84;0.791;31.50;4.60;
5.84;0.792;31.90;4.66;
5.84;0.793;32.50;4.75;
5.85;0.794;32.50;4.75;
5.86;0.794;33.30;4.86;
5.86;0.794;33.10;4.84;
5.86;0.795;33.10;4.84;
5.87;0.796;33.20;4.85;
5.88;0.797;33.10;4.84;
5.88;0.798;33.10;4.84;
5.89;0.798;32.60;4.76;
5.89;0.799;32.70;4.78;
5.89;0.799;32.80;4.79;
5.90;0.800;33.00;4.82;
5.91;0.800;33.80;4.94;
5.91;0.802;33.60;4.91;
5.91;0.802;33.40;4.88;
5.92;0.803;33.60;4.91;
5.93;0.803;33.10;4.84;
5.93;0.804;33.10;4.84;
5.93;0.804;32.80;4.79;
5.94;0.805;32.40;4.73;
5.95;0.806;32.80;4.79;
5.95;0.807;32.80;4.79;
5.95;0.808;32.40;4.73;
5.96;0.808;32.60;4.76;
5.97;0.809;32.60;4.76;
5.97;0.809;32.30;4.72;
5.97;0.810;33.60;4.91;
5.98;0.811;33.70;4.92;
5.99;0.812;33.20;4.85;
5.99;0.812;33.40;4.88;
5.99;0.813;32.60;4.76;
6.00;0.813;32.50;4.75;
6.01;0.814;32.70;4.78;
6.01;0.814;32.90;4.81;
6.01;0.816;32.70;4.78;
6.02;0.816;33.00;4.82;
6.03;0.817;32.70;4.78;
6.03;0.817;33.00;4.82;
6.03;0.818;33.80;4.94;
6.04;0.818;33.20;4.85;
6.05;0.820;33.60;4.91;
6.05;0.820;33.70;4.92;
6.05;0.821;33.30;4.86;
6.06;0.822;33.40;4.88;
6.07;0.822;33.80;4.94;
6.07;0.822;33.90;4.95;
6.07;0.823;33.30;4.86;
6.08;0.824;33.90;4.95;
6.09;0.825;34.00;4.97;
6.09;0.826;34.50;5.04;
6.09;0.826;34.80;5.08;
6.10;0.826;34.10;4.98;
6.11;0.827;33.50;4.89;
6.11;0.828;32.40;4.73;
6.11;0.828;32.00;4.67;
6.12;0.830;32.60;4.76;
6.13;0.830;32.70;4.78;
6.13;0.831;33.00;4.82;
6.14;0.831;33.20;4.85;
6.14;0.832;33.30;4.86;
6.14;0.832;34.30;5.01;
6.15;0.834;34.20;5.00;
6.16;0.834;34.70;5.07;
6.16;0.835;34.40;5.03;
6.16;0.836;33.70;4.92;
6.17;0.836;33.60;4.91;
6.18;0.836;33.00;4.82;
6.18;0.837;33.10;4.84;
6.18;0.838;33.60;4.91;
6.19;0.839;33.90;4.95;
6.20;0.840;34.30;5.01;
6.20;0.840;34.70;5.07;
6.20;0.840;34.10;4.98;
6.21;0.841;33.70;4.92;
6.22;0.842;33.40;4.88;
6.22;0.842;33.50;4.89;
6.22;0.844;33.70;4.92;
6.23;0.844;34.00;4.97;
6.24;0.845;34.10;4.98;
6.24;0.845;34.30;5.01;
6.24;0.846;34.40;5.03;
6.25;0.846;34.20;5.00;
6.26;0.848;34.90;5.10;
6.26;0.848;34.50;5.04;
6.26;0.849;34.30;5.01;
6.27;0.850;34.60;5.05;
6.28;0.850;35.00;5.11;
6.28;0.850;34.80;5.08;
6.28;0.851;34.70;5.07;
6.29;0.852;34.50;5.04;
6.30;0.853;34.00;4.97;
6.30;0.854;34.50;5.04;
6.30;0.854;34.30;5.01;
6.31;0.854;33.90;4.95;
6.32;0.855;33.40;4.88;
6.32;0.856;33.10;4.84;
6.32;0.857;33.70;4.92;
6.33;0.858;34.20;5.00;
6.34;0.858;34.30;5.01;
6.34;0.859;34.50;5.04;
6.34;0.859;34.30;5.01;
6.35;0.860;34.50;5.04;
6.36;0.860;34.70;5.07;
6.36;0.862;34.80;5.08;
6.36;0.862;34.80;5.08;
6.37;0.863;35.00;5.11;
6.38;0.863;35.20;5.14;
6.38;0.864;35.00;5.11;
6.39;0.864;34.90;5.10;
6.39;0.865;35.30;5.16;
6.39;0.866;34.30;5.01;
6.40;0.867;34.50;5.04;
6.41;0.868;34.50;5.04;
6.41;0.868;34.20;5.00;
6.41;0.868;34.60;5.05;
6.42;0.869;34.10;4.98;
6.43;0.870;34.40;5.03;
6.43;0.871;34.30;5.01;
6.43;0.872;34.30;5.01;
6.44;0.872;34.10;4.98;
6.45;0.873;33.80;4.94;
6.45;0.873;34.00;4.97;
6.45;0.874;34.40;5.03;
6.46;0.874;34.70;5.07;
6.47;0.876;35.00;5.11;
6.47;0.876;35.30;5.16;
6.47;0.877;35.40;5.17;
6.48;0.877;35.70;5.22;
6.49;0.878;35.70;5.22;
6.49;0.878;35.20;5.14;
6.49;0.879;34.50;5.04;
6.50;0.880;34.20;5.00;
6.51;0.881;34.10;4.98;
6.51;0.881;33.50;4.89;
6.51;0.882;34.50;5.04;
6.52;0.882;34.80;5.08;
6.53;0.883;35.50;5.19;
6.53;0.884;36.50;5.33;
6.53;0.885;36.30;5.30;
6.54;0.885;36.60;5.35;
6.55;0.886;35.50;5.19;
6.55;0.887;35.20;5.14;
6.55;0.887;34.30;5.01;
6.56;0.888;34.50;5.04;
6.57;0.888;34.90;5.10;
6.57;0.889;34.60;5.05;
6.57;0.890;35.50;5.19;
6.58;0.891;34.90;5.10;
6.59;0.891;35.00;5.11;
6.59;0.892;35.10;5.13;
6.59;0.892;35.70;5.22;
6.60;0.893;35.80;5.23;
6.61;0.894;36.40;5.32;
6.61;0.895;36.30;5.30;
6.61;0.895;35.10;5.13;
6.62;0.896;35.40;5.17;
6.63;0.896;34.90;5.10;
6.63;0.897;34.80;5.08;
6.64;0.898;35.30;5.16;
6.64;0.899;34.70;5.07;
6.64;0.899;35.40;5.17;
6.65;0.900;36.10;5.27;
6.66;0.900;36.10;5.27;
6.66;0.901;36.70;5.36;
6.66;0.902;35.90;5.24;
6.67;0.902;35.70;5.22;
6.68;0.903;35.50;5.19;
6.68;0.904;35.50;5.19;
6.68;0.905;36.40;5.32;
6.69;0.905;35.80;5.23;
6.70;0.906;36.60;5.35;
6.70;0.906;36.70;5.36;
6.70;0.907;36.30;5.30;
6.71;0.908;37.20;5.43;
6.72;0.909;36.50;5.33;
6.72;0.909;36.60;5.35;
6.72;0.910;36.70;5.36;
6.73;0.910;36.10;5.27;
6.74;0.911;36.10;5.27;
6.74;0.912;36.00;5.26;
6.74;0.913;35.90;5.24;
6.75;0.913;36.20;5.29;
6.76;0.914;36.20;5.29;
6.76;0.914;36.20;5.29;
6.76;0.915;35.30;5.16;
6.77;0.916;35.00;5.11;
6.78;0.916;35.10;5.13;
6.78;0.917;34.70;5.07;
6.78;0.918;35.80;5.23;
6.79;0.919;36.50;5.33;
6.80;0.919;36.40;5.32;
6.80;0.920;36.40;5.32;
6.80;0.920;36.60;5.35;
6.81;0.921;37.00;5.41;
6.82;0.922;37.80;5.52;
6.82;0.923;37.50;5.48;
6.82;0.923;37.90;5.54;
6.83;0.924;37.00;5.41;
6.84;0.924;36.10;5.27;
6.84;0.925;36.40;5.32;
6.84;0.926;35.40;5.17;
6.85;0.927;35.80;5.23;
6.86;0.927;35.80;5.23;
6.86;0.928;36.10;5.27;
6.86;0.928;36.40;5.32;
6.87;0.929;36.20;5.29;
6.88;0.930;36.50;5.33;
6.88;0.930;36.70;5.36;
6.89;0.931;36.70;5.36;
6.89;0.932;36.80;5.38;
6.89;0.933;37.00;5.41;
6.90;0.933;37.10;5.42;
6.91;0.934;37.20;5.43;
6.91;0.934;37.20;5.43;
6.91;0.935;37.60;5.49;
6.92;0.936;36.90;5.39;
6.93;0.937;37.10;5.42;
6.93;0.937;37.20;5.43;
6.93;0.938;36.40;5.32;
6.94;0.938;36.50;5.33;
6.95;0.939;36.40;5.32;
6.95;0.940;36.30;5.30;
6.95;0.941;36.50;5.33;
6.96;0.941;36.40;5.32;
6.97;0.942;36.30;5.30;
6.97;0.942;36.00;5.26;
6.97;0.943;35.80;5.23;
6.98;0.944;36.20;5.29;
6.99;0.945;35.90;5.24;
6.99;0.945;36.30;5.30;
6.99;0.946;36.60;5.35;
7.00;0.947;36.00;5.26;
7.01;0.947;36.70;5.36;
7.01;0.948;36.90;5.39;
7.01;0.948;36.90;5.39;
7.02;0.949;37.70;5.51;
7.03;0.950;37.30;5.45;
7.03;0.951;37.10;5.42;
7.03;0.951;37.60;5.49;
7.04;0.952;37.10;5.42;
7.05;0.952;37.40;5.46;
7.05;0.953;37.30;5.45;
7.05;0.954;37.10;5.42;
7.06;0.955;38.20;5.58;
7.07;0.955;38.00;5.55;
7.07;0.956;37.90;5.54;
7.07;0.956;37.90;5.54;
7.08;0.957;37.90;5.54;
7.09;0.958;37.80;5.52;
7.09;0.959;38.00;5.55;
7.09;0.959;37.90;5.54;
7.10;0.960;37.50;5.48;
7.11;0.961;37.40;5.46;
7.11;0.961;37.20;5.43;
7.11;0.962;37.20;5.43;
7.12;0.962;36.80;5.38;
7.13;0.963;37.10;5.42;
7.13;0.964;37.20;5.43;
7.14;0.965;36.60;5.35;
7.14;0.965;37.00;5.41;
7.14;0.966;36.50;5.33;
7.15;0.966;36.60;5.35;
7.16;0.967;36.90;5.39;
7.16;0.968;37.00;5.41;
7.16;0.969;37.30;5.45;
7.17;0.969;37.00;5.41;
7.18;0.970;37.30;5.45;
7.18;0.970;36.90;5.39;
7.18;0.971;37.10;5.42;
7.19;0.972;38.00;5.55;
7.20;0.973;38.60;5.64;
7.20;0.973;38.80;5.67;
7.20;0.974;38.70;5.65;
7.21;0.975;38.50;5.62;
7.22;0.975;38.40;5.61;
7.22;0.976;38.30;5.60;
7.22;0.976;37.90;5.54;
7.23;0.977;37.80;5.52;
7.24;0.978;37.20;5.43;
7.24;0.979;37.10;5.42;
7.24;0.979;37.40;5.46;
7.25;0.980;37.40;5.46;
7.26;0.980;37.70;5.51;
7.26;0.982;38.10;5.57;
7.26;0.982;38.30;5.60;
7.27;0.983;37.90;5.54;
7.28;0.984;38.30;5.60;
7.28;0.984;38.70;5.65;
7.28;0.984;38.90;5.68;
7.29;0.985;39.50;5.77;
7.30;0.986;39.30;5.74;
7.30;0.987;38.30;5.60;
7.30;0.988;38.20;5.58;
7.31;0.988;38.10;5.57;
7.32;0.988;37.60;5.49;
7.32;0.989;37.70;5.51;
7.32;0.990;37.50;5.48;
7.33;0.990;37.20;5.43;
7.34;0.992;37.40;5.46;
7.34;0.992;38.10;5.57;
7.34;0.993;38.30;5.60;
7.35;0.993;39.10;5.71;
7.36;0.994;39.10;5.71;
7.36;0.994;38.90;5.68;
7.36;0.996;39.40;5.76;
7.37;0.996;39.20;5.73;
7.38;0.997;39.50;5.77;
7.38;0.998;39.50;5.77;
7.39;0.998;39.20;5.73;
7.39;0.998;39.20;5.73;
7.39;0.999;38.80;5.67;
7.40;1.000;38.80;5.67;
7.41;1.000;38.90;5.68;
7.41;1.002;38.80;5.67;
7.41;1.002;38.60;5.64;
7.42;1.003;38.90;5.68;
7.43;1.003;38.70;5.65;
7.43;1.004;38.50;5.62;
7.43;1.005;39.30;5.74;
7.44;1.005;38.70;5.65;
7.45;1.006;38.90;5.68;
7.45;1.007;39.30;5.74;
7.45;1.008;38.70;5.65;
7.46;1.008;38.50;5.62;
7.47;1.008;38.50;5.62;
7.47;1.009;38.60;5.64;
7.47;1.010;39.10;5.71;
7.48;1.010;39.60;5.79;
7.49;1.012;39.30;5.74;
7.49;1.012;39.60;5.79;
7.49;1.013;39.80;5.81;
7.50;1.013;40.00;5.84;
7.51;1.014;40.50;5.92;
7.51;1.015;39.90;5.83;
7.51;1.015;39.60;5.79;
7.52;1.016;39.30;5.74;
7.53;1.016;38.90;5.68;
7.53;1.017;38.70;5.65;
7.53;1.018;38.70;5.65;
7.54;1.018;38.40;5.61;
7.55;1.019;37.90;5.54;
7.55;1.020;38.40;5.61;
7.55;1.020;38.40;5.61;
7.56;1.021;38.50;5.62;
7.57;1.022;39.50;5.77;
7.57;1.023;39.60;5.79;
7.57;1.023;39.70;5.80;
7.58;1.024;40.60;5.93;
7.59;1.025;40.10;5.86;
7.59;1.025;39.40;5.76;
7.59;1.026;39.00;5.70;
7.60;1.026;39.00;5.70;
7.61;1.028;38.60;5.64;
7.61;1.028;39.60;5.79;
7.61;1.028;40.00;5.84;
7.62;1.030;39.40;5.76;
7.63;1.030;39.40;5.76;
7.63;1.031;38.70;5.65;
7.64;1.031;38.50;5.62;
7.64;1.032;39.00;5.70;
7.64;1.033;40.00;5.84;
7.65;1.033;39.90;5.83;
7.66;1.034;39.80;5.81;
7.66;1.035;39.40;5.76;
7.66;1.036;39.50;5.77;
7.67;1.036;39.50;5.77;
7.68;1.036;39.70;5.80;
7.68;1.038;39.60;5.79;
7.68;1.038;39.50;5.77;
7.69;1.038;40.20;5.87;
7.70;1.039;39.90;5.83;
7.70;1.040;40.10;5.86;
7.70;1.041;39.50;5.77;
7.71;1.041;39.10;5.71;
7.72;1.042;39.70;5.80;
7.72;1.043;39.90;5.83;
7.72;1.043;39.80;5.81;
7.73;1.044;39.40;5.76;
7.74;1.044;39.30;5.74;
7.74;1.046;39.20;5.73;
7.74;1.046;39.20;5.73;
7.75;1.046;39.30;5.74;
7.76;1.048;39.50;5.77;
7.76;1.048;39.50;5.77;
7.76;1.049;39.20;5.73;
7.77;1.049;38.40;5.61;
7.78;1.050;38.00;5.55;
7.78;1.051;38.00;5.55;
7.78;1.051;39.10;5.71;
7.79;1.052;40.10;5.86;
7.80;1.053;40.20;5.87;
7.80;1.054;40.10;5.86;
7.80;1.054;39.90;5.83;
7.81;1.055;39.60;5.79;
7.82;1.056;38.60;5.64;
7.82;1.056;38.70;5.65;
7.82;1.057;38.50;5.62;
7.83;1.058;39.00;5.70;
7.84;1.058;39.80;5.81;
7.84;1.059;39.90;5.83;
7.84;1.059;39.70;5.80;
7.85;1.060;39.60;5.79;
7.86;1.061;39.70;5.80;
7.86;1.061;39.80;5.81;
7.86;1.062;40.30;5.89;
7.87;1.063;40.80;5.96;
7.88;1.064;41.30;6.03;
7.88;1.064;41.20;6.02;
7.89;1.064;41.20;6.02;
7.89;1.066;40.60;5.93;
7.89;1.066;40.50;5.92;
7.90;1.066;40.10;5.86;
7.91;1.067;39.60;5.79;
7.91;1.068;39.30;5.74;
7.91;1.069;38.80;5.67;
7.92;1.069;39.10;5.71;
7.93;1.070;39.60;5.79;
7.93;1.071;39.80;5.81;
7.93;1.071;39.90;5.83;
7.94;1.072;40.50;5.92;
7.95;1.073;40.40;5.90;
7.95;1.074;41.10;6.00;
7.95;1.074;41.30;6.03;
7.96;1.074;40.60;5.93;
7.97;1.076;41.00;5.99;
7.97;1.076;40.40;5.90;
7.97;1.077;40.40;5.90;
7.98;1.077;40.50;5.92;
7.99;1.078;40.30;5.89;
7.99;1.079;40.80;5.96;
7.99;1.079;40.90;5.98;
8.00;1.080;41.70;6.09;
8.01;1.081;41.20;6.02;
8.01;1.082;40.50;5.92;
8.02;1.082;40.90;5.98;
8.02;1.082;40.80;5.96;
8.02;1.084;40.90;5.98;
8.03;1.084;41.60;6.08;
8.03;1.084;41.00;5.99;
8.04;1.086;41.10;6.00;
8.05;1.086;41.00;5.99;
8.05;1.087;41.30;6.03;
8.06;1.087;41.30;6.03;
8.06;1.088;40.80;5.96;
8.06;1.089;41.50;6.06;
8.07;1.089;41.20;6.02;
8.07;1.090;41.50;6.06;
8.08;1.090;41.80;6.11;
8.09;1.092;41.10;6.00;
8.09;1.092;40.60;5.93;
8.10;1.092;40.60;5.93;
8.10;1.094;40.10;5.86;
8.10;1.094;40.80;5.96;
8.11;1.094;41.30;6.03;
8.11;1.095;40.50;5.92;
8.12;1.096;40.80;5.96;
8.13;1.097;40.60;5.93;
8.13;1.097;40.20;5.87;
8.14;1.098;41.30;6.03;
8.14;1.099;41.80;6.11;
8.15;1.099;42.00;6.14;
8.15;1.100;42.10;6.15;
8.15;1.100;42.00;6.14;
8.16;1.102;41.90;6.12;
8.16;1.102;41.90;6.12;
8.17;1.102;42.10;6.15;
8.18;1.104;41.90;6.12;
8.18;1.104;41.60;6.08;
8.19;1.105;41.40;6.05;
8.19;1.105;41.90;6.12;
8.19;1.106;41.40;6.05;
8.20;1.107;41.40;6.05;
8.20;1.107;41.80;6.11;
